SEASON,"Series 
Code",MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
WS 2023,,June,II,Isabela,Aurora,Sili,16.97863,121.6379,Calamansi,,7.5,Calamondin,Fruiting Stage,Gummosis,,7.5,5,9,,_,7.5,Advised farmer to conduct prunning in the infected parts.,,"June 29, 2023",9,
WS 2023,,June,II,Isabela,Aurora,Kalabaza,16.97742,121.6363,Calamansi,,8,Calamondin,Fruiting Stage,Gummosis,,8,5,9,,_,8,Advised farmer to conduct prunning in the infected parts.,,"June 29, 2023",12,
WS 2023,,July,II,Cagayan,Sanchez Mira,Centro 2,18.563034,121.230514,Cacao,,1.6/1000 seedlings,"Uf-18, Pbc123, Br25, W-10",Flowering,White Grub,,.75/700 trees,20,9,,_,.75/700 trees,DA-RCPC advise tha farmers to apply insecticide (furadan) for the management of white grub.,,"July 7, 2023",2,
WS 2023,,July,II,Isabela,San Agustin,Panang,16.420645,121.733562,Cacao,,11,Brazilian,Fruiting Stage,Black pod rot,,4,30,9,,0,11,During validation we observed their farming practice which is inter cropping. We advised the farmers to conduct pruning to avoid overloping of trees and to minimize the disease and pest incidence. We also advised them to spray BCA for further management.,,"July 11, 2023",1,
WS 2023,,July,II,Isabela,San Agustin,Rang-ay,16.462972,121.770756,Cacao,,0.3,Brazilian,Fruiting Stage,Black pod rot,,0.21,70,9,,,0.3,During validation we observed their farming practice which is inter cropping. We advised the farmers to conduct pruning to avoid overloping of trees and to minimize the disease and pest incidence. We also advised them to spray BCA for further management.,,"July 11, 2023",1,
WS 2023,,July,II,Quirino,Cabarroguis,Burgos,16.440342,121.5131,Coffee,,20,"Robusta, Excelsa",Reproductive,Coffee leaf rust,,20,5,9,,_,20,Advised farmers to prune infected leaves and branches to help stop the spread of the disease and promote a new growth. We also advised them to clean its surroundings by removing weeds that host rust.,,"July 13, 2023",18,
WS 2023,,July,II,Quirino,Aglipay,Ligaya,16.488107,121.585095,Cacao,,3,Brazilian,Reproductive,Black pod rot,,3,15,9,,_,3,Advised farmers to remove all cacao pods that shows symptoms of the disease and prune the cacao trees to provide or increase sunlight and airflow in the canopy. We also advised them to clean the soroundings by brushing weeds in the ground to reduce the moisture around the trees and spray Isaria(biocontrol agents) for further management.,,"July 11, 2023",2,
WS 2023,,July,II,Quirino,Cabarroguis,Burgos,16.438715,121.508013,Cacao,,5,Brazilian,Reproductive,Black pod rot,,5,15,9,,_,5,Advised farmers to remove all cacao pods that shows symptoms of the disease and prune the cacao trees to provide or increase sunlight and airflow in the canopy. We also advised them to clean the soroundings by brushing weeds in the ground to reduce the moisture around the trees and spray Isaria(biocontrol agents) for further management.,,"July 13, 2023",6,
WS 2023,,July,II,Quirino,Cabarroguis,Sto. Domingo,16.49513,121.530122,Coffee,,3,"Rubosta, Excelsa",Reproductive,Coffee leaf rust,,3,5,9,,0,3,Advised farmers to prune infected leaves and branches to help stop the spread of the disease and promote a new growth. We also advised them to clean its surroundings by removing weeds that host rust.,,"July 19, 2023",5,
WS 2023,,July,II,Isabela,Jones,Payac,16.57526,121.6917,Cacao,,1.5,"BR25, K Series",Fruiting Stage,Black Pod Rot,,0.5,5,9,,_,1.5,We advised the farmers to conduct pruning to avoid overloping of trees and to minimize the disease and pest incidence. We also advised them to spray BCA for further management.,,"July 18, 2023",1,
WS 2023,,July,II,Isabela,Jones,Payac,16.57483,121.6913,Cacao,,1.5,"BR25, K Series, Cm79",Fruiting Stage,Bark Borer,,0.3,5,9,,_,1.5,We advised farmers to conduct pruning to avoid excess moisture which attracts borer in order to control pest incidence. We also advised them to spray insecticide to completely eradicate the pest causing diseases.,,"July 18, 2023",1,
WS 2023,,July,II,Isabela,Cabatuan,Sitio Malasin Macalaoat,16.96543,121.6481,Bell pepper,,0.2,Sultan F1,Fruiting Stage,Fruit rot,,0.05,5,9,,0.2,_,We advised farmers to spray fungicide and we also advised them to prune excess foliage to avoid the compitition of nutrients which allows the plant to focus on its fruits avoiding calcium deficiency which is one of the reasons that causes rotting of fruit.,,"July 17, 2023",1,
WS 2023,,August,II,Quirino,Diffun,Cajel,16.54858,121.5307,Bush Sitao,,1,Tudo,Reproductive,Aphids,,1,5,9,,1,0,Advised farmers to spray insecticide for management,,,2,
WS 2023,,August,II,Quirino,Diffun,Cajel,16.5488,121.5306,Eggplant,,2,"Calixto, Morena",Reproductive,Fruit Borer,,2,5,9,,2,0,Advised farmers to spray insecticide for management,,,3,
WS 2023,,September,II,Isabela,Aurora,Bannagao,16.99758,121.639141,Eggplant,,5,Long purple,Fruiting Stage,Shoot Borer,,5,10,9,,5,_,Advised farmers to spray BCAs to manage the infestation of shoot borer.,,Continuous monotoring,8,
WS 2023,,September,II,Isabela,Jones,Linamanan,16.52697,121.652015,Eggplant,,1,Calixto F1,Fruiting Stage,Shoot Borer,,3,30,9,,1,_,Advised farmers to use appropriate insecticide for the management of shoot borer.,,,6,
WS 2023,,September,II,Isabela,Aurora,Bannagao,16.99758,121.639141,Eggplant,,5,Long purple,Fruiting Stage,Fruit borer,,5,10,9,,5,_,Advised farmers to spray BCAs to manage the infestation of fruit borer.,,Continuous monotoring,8,
WS 2023,,September,II,Isabela,Aurora,Bagong Tanza,16.9811,121.617397,Eggplant,,5,Long purple,Fruiting Stage,Fruit borer,,3,10,9,,3,_,Advised farmers to spray BCAs to manage the infestation of fruit borer.,,Continuous monotoring,4,
WS 2023,,September,II,Isabela,Aurora,Bagong Tanza,16.97655,121.609242,Calamansi,,30,Calamondin,Fruiting Stage,Gummosis,,10,5,9,,_,10,"Advised farmers to conduct pruning or removing the dark, diseased bark.",,,10,
WS 2023,,September,II,Isabela,Aurora,Kalabaza,16.98306,121.646572,Calamansi,,15,Calamondin,Fruiting Stage,Gummosis,,8,5,9,,_,8,"Advised farmers to conduct pruning or removing the dark, diseased bark.",,,10,
WS 2023,,September,II,Isabela,Aurora,Macatal,16.9782,121.627251,Calamansi,,25,Calamondin,Fruiting Stage,Gummosis,,10,5,9,,_,10,"Advised farmers to conduct pruning or removing the dark, diseased bark.",,,12,
WS 2023,,September,II,Isabela,Aurora,Kalabaza,16.97828,121.627186,Bitter gourd,,1,Galaxy,Fruiting Stage,Fruit fly,,1,5,9,,1,_,Advised farmers to put attractant for management.,,,2,
WS 2023,,September,II,Nueva Vizcaya,Diadi,Duruarog,16.617225,121.388863,Ginger,,6.06,Hawaii,Vegetative,Bacterial wilt,,1.2,5,9,,1.2,,DA provides fungicide for the management of bactereial wilt.,,,12,
WS 2023,,September,II,Isabela,Aurora,Bannagao,17.002556,121.693797,Eggplant,,3,Longpurple,Fruiting Stage,Fruit borer,,3,10,9,,3,_,Advised farmers to spray BCAs to manage the infestation of fruit borer.,,,5,
WS 2023,,September,II,Isabela,Reina Mercedes,Banquero,17.024747,121.775625,Mung bean,,1,MG 29,Fruiting Stage,Pod borer,,1,15,9,,0.5,_,Advised farmers to spray BCAs to manage the infestation of Pod borer.,,,1,
WS 2023,,September,II,Isabela,Luna,Sto. Domingo,17.021724,121.740826,Bottle gourd,,0. 5,Mayumi F1,Fruiting Stage,Fruit fly,,0.5,15,9,,0.5,_,Advised farmers to spray BCAs to manage the infestation of fruit fly.,,,1,
WS 2023,,September,II,Isabela,Cabatuan,"Sitio Malasin, Brgy. Macalaoat",16.966277,121.641035,Eggplant,,1,Calixto F1,Fruiting Stage,Fruit Borer,,0.2,10,9,,1,_,Advised farmers to prune the infested parts and spray insecticide to control the infestation of fruit borer.,,Continuous monitoring.,3,
WS 2023,,September,II,Isabela,Cabatuan,"Sitio Malasin, Brgy. Macalaoat",16.966343,121.641003,Eggplant,,1,Calixto F1,Fruiting Stage,Shoot Borer,,0.3,10,9,,1,_,Advised farmers to prune the infested parts and spray insecticide to control the infestation of shoot borer.,,Continuous monitoring.,3,
WS 2023,,October,II,Isabela,Aurora,Macatal,16.962921,121.596535,Eggplant,,3.5,Longpurple,Fruiting Stage,Shoot Borer,,3.5,10,9,,3.5,_,Advised farmers to spray insecticide to manage the infestation of shoot borer.,,,5,
WS 2023,,October,II,Isabela,Aurora,Macatal,16.964712,121.605522,String beans,,1.2,Bongga,Fruiting Stage,Aphids,,1.2,15,9,,1.2,_,Advised farmers to spray insecticide to manage the infestation of aphids.,,,5,
WS 2023,,October,II,Isabela,Aurora,San Andres,16.9656,121.5917,String beans,,0.5,Pantastiko,Fruiting Stage,Aphids,,0.5,15,9,,0.5,_,Advised farmers to spray insecticide to manage the infestation of aphids.,,,2,
WS 2023,,October,II,Isabela,Aurora,Macatal,16.963181,121.605137,Calamansi,,5.5,Calamondin,Fruiting Stage,Gummosis,,5.5,5,9,,2,3.5,Advised farmers to conduct pruning.,,,5,
WS 2023,,October,II,Isabela,Aurora,San Andres,16.9656,121.5917,Calamansi,,5,Calamondin,Fruiting Stage,Gummosis,,5,5,9,,2,3,Advised farmers to conduct pruning.,,,8,
WS 2023,,October,II,Isabela,Aurora,Apiat,16.95969,121.593753,Calamansi,,10,Calamondin,Fruiting Stage,Gummosis,,10,5,9,,3,7,Advised farmers to conduct pruning.,,,18,
WS 2023,,October,II,Isabela,Aurora,Apiat,16.961461,121.596812,Bottle gourd,,2.5,Mayumi F1,Fruiting Stage,Fruit fly,,2.5,5,9,,1.5,1,Advised farmers to put up insect traps.,,,8,
WS 2023,,October,II,Isabela,Aurora,Bagong Tanza,16.97506,121.618914,Bitter gourd,,0.5,Galaxy,Fruiting Stage,Fruit fly,,0.5,5,9,,0.5,_,Advised farmers to put up insect traps.,,,2,
WS 2023,,October,II,Isabela,Aurora,Bagong Tanza,16.971972,121.61322,Eggplant,,3.5,Longpurple,Fruiting Stage,Fruit fly,,3.5,5,9,,3.5,_,Advised farmers to spray insecticide for the management of fruit fly.,,,5,
WS 2023,,October,II,Isabela,Aurora,Macatal,16.965528,121.601747,Bottle gourd,,1.5,Mayumi F1,Fruiting Stage,Fruit fly,,1.5,10,9,,1.5,_,Advised farmers to put up insect traps.,,,7,
WS 2023,,October,II,Isabela,Roxas,San Pedro,17.1734,121.61605,Luffa Squash(Kabatiti),,0.2,Primera Grande F1,Flowering,Leaf Miner,,0.2,5,9,,0.2,0,Advice Farmer to spray insecticide and close monitoring,,,1,
WS 2023,,October,II,Isabela,Jones,Payac,16.5759,121.69127,Cacao,,1,k9,Fruiting Stage,Pod borer,,0.1,10,9,,,1,advice farmer spray BIO-control agents for the management pest of cacao,,,1,
WS 2023,,October,II,Isabela,Mallig,San Jose sur,17.187995,121.572297,Onion,,3.2,Red Dragon/Golden Pinoy,Vegetative,Onion flies/Mole cricket,,3.2,10,9,,3.2,0,Advised farmers to spray insectide and apply BCAs.,,,1,
WS 2023,,October,II,Isabela,Mallig,San Jose sur,17.189403,121.57837,Squash,,2.2,Malandi/Sofia,Seedling,Squash Lady Beetle,,2.2,15,9,,2.2,0,Advised farmers to spray insectide and apply BCAs.,,,3,
WS 2023,,October,II,Isabela,Mallig,San Jose sur,17.188858,121.578608,Bitter gourd,,1.7,Galaxy Max F1,Vegetative,Fruit fly,,1.7,10,9,,1.7,0,Advised farmers to spray insectide and apply BCAs.,,,3,
WS 2023,,October,II,Isabela,Ramon,Burgos,16.801795,121.519107,Cacao,,5,"W10,Br25, PBC 123, CF18",Fruiting Stage,Pod rot,,0.5,10,9,,5,,Advised farmer to spray fungicide to control the infection caused by pod rot and we also advised to do a close monitoring.,,RCPC distributed fungicide for the management of the disease (rodomil Gold) @ 5 kgs.,1,
WS 2023,,October,II,Isabela,Ramon,Burgos,16.802032,121.519107,Cacao,,5,"W10,Br25, PBC 123, CF18",Fruiting Stage,Aphids,,0.1,5,9,,5,,Advised farmer to spraying insecticide to control the infestation of aphids and we advised to conduct a close monitoring.,,,1,
WS 2023,,October,II,Isabela,Reina Mercedes,Binarsang,17.0207,121.734,Bottle gourd,,0.5,Mayumi,Fruiting Stage,Fruit fly,,0.5,15,9,,0.5,0,Advised farmers to spray insecticide to management the incidence of fruit fly.,,"Revalidation (October 27, 2023)",2,
WS 2023,,October,II,Isabela,Reina Mercedes,Binarsang,17.0207,121.734,Pole Sitao,,1.5,Fantastico,Fruiting Stage,Aphids,,1.5,15,9,,1.5,0,Advised farmers to spray insecticide to management the incidence of aphids..,,"Revalidation (October 27, 2023)",7,
WS 2023,,October,II,Isabela,Aurora,Diamantina,16.995866,121.655,Eggplant,,1.5,Longpurple,Vegetative,Fruit borer,,1.5,10,9,,1.5,0,Advised farmers to spray insecticide to management the incidence of fruit borer.,,,2,
WS 2023,,November,II,Isabela,Aurora,Dalig Kalinga,17.004108,121.70049,Eggplant,,2,Longpurple,Fruiting Stage,Fruit borer,,2,15,9,,2,0,Advised farmers to spray insecticide to management the incidence of fruit borer.,,,4,
WS 2023,,November,II,Isabela,Roxas,Sinamar,17.175333,121.56104,Sitao,,0.5,Bonga,Fruiting Stage,Leaf Miner,,0.5,30,9,,0.5,0,Advised farmers to spray insecticide to manage the infestation of leaf miner.,,,2,
WS 2023,,November,II,Isabela,Roxas,Marcos,17.172082,121.59733,Tomato,,2,Diamante Max,Flowering,Fruit fly,,2,5,9,,2,0,DA RCPC 02 provides insecticide (Gold) for the management of fruit fly.,,,2,
WS 2023,,November,II,Isabela,Mallig,San Jose Sur,17.188472,121.57318,Onion,,3.2,Red Dragon,Vegetative,Onion Flies,,3.2,3,9,,3.2,0,DA-RCPC provides insecticide (Gold insecticide) and 150 cards of Trichogramma for the management of onion flies.,,,2,
WS 2023,,November,II,Nueva Vizcaya,Bagabag,Bakir,16.638304,121.22509,Onion,,0.33,Super pinoy,Vegetative,Twister,,0.33,10,9,,0.33,0,DA RCPC provides lure for the management of twister.,,,2,
WS 2023,,November,II,Nueva Vizcaya,Bagabag,Paniki,16.405285,121.21257,Onion,,6.5,Shallot batanes red,Vegetative,Twister,,6.5,10,9,,6.5,0,DA RCPC provides lure for the management of twister.,,,2,
WS 2023,,November,II,Nueva Vizcaya,Bagabag,Nangalisan,16.634385,121.19632,Onion,,0.35,Super pinoy,Vegetative,Twister,,0.35,10,9,,0.35,0,DA RCPC provides lure for the management of twister.,,,1,
DS 2023-2024,,December,II,Isabela,Reina Mercedes,Santor,16.991962,121.737419,Bottle gourd,1/9/2023,1,Mayumi,Fruiting Stage,Fruit borer,,1,10,9,5,1,0,Advised farmers to spray insecticide to management the incidence of fruit borer.,,"December 07, 2023",3,
DS 2023-2024,,December,II,Nueva Vizcaya,Bambang,Sto.Domingo,16.4023111,121.0890484,Onion,11/15/2023,1,Red pinoy,Seedbed,Cutworm,,1,10,9,,,,DA RCPC provides lure and chemicals for the management of cutworm.,,"December 05, 2023",1,2023-2024
DS 2023-2024,,December,II,Nueva Vizcaya,Bambang,Barat,16.36444,121.05011,Garlic,9/18/2023,1,Native,Vegetative,Cutworm,,1,10,9,,,,DA RCPC provides lure and chemicals for the management of cutworm.,,"December 05, 2023",1,2023-2024
DS 2023-2024,,December,II,Isabela,Aurora,Bannagao,16.997532,121.689208,Eggplant,10/10/2023,2,Longpurple,Fruiting Stage,Fruit borer,,2,15,9,,2,0,Advised farmers to spray BCA'S.,,"December 21, 2023",3,2023-2024
DS 2023-2024,,December,II,Isabela,Reina Mercedes,Sallucong,17.030507,121.749812,String beans,1/11/2023,0.5,Yard long,Fruiting Stage,Aphids,,0.5,15,9,,0.5,0,Advised farmers to spray insecticide for management control of aphids.,,"December 21, 2023",2,2023-2024
DS 2023-2024,,January,II,Isabela,Luna,Macugay,17.004316,121.702113,Tobacco,12/27/1923,0.5,,Vegetative,Budworm,,0.5,15,9,3,0,0.5,Advised farmers to spray insecticide to manage the infestation of budworm.,-,"January 18, 2024",1,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Bambang,Santo domingo,16.40376,121.08995,Onion,8/12/2023,15,Red pinoy,Vegetative,Armyworm,,8,13,9,1,8,7,DA-RCPC provides chemical to management the infestation of armyworm.,,"January 17, 2024",16,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Bambang,almaguer,16.362823,121.09392,Onion,4/12/2023,25,Redpinoy,Vegetative,Onion Twister,,16,60,9,2,8,17,DA-RCPC provides chemical to management the infection of onion twister.,,"January 17, 2025",18,2023-2024
DS 2023-2024,,January,II,Isabela,Reina Mercedes,Binarsang,17.0207,121.734,String beans,4/11/2023,0.7,Sierra Madre,Fruiting Stage,Leaf Miner,,0.7,70,9,7,0.5,0.2,Advised farmers to spray insecticide for management control of leafminers.,1-24-24,"January 25, 2024",3,2023-2024
DS 2023-2024,,January,II,Isabela,Reina Mercedes,Sallucong,17.025189,121.746329,Eggplant,10/10/2023,1.5,Longpurple,Fruiting Stage,Fruit borer,,1.5,30,9,5,1.5,1.5,Advised farmers to spray insecticide for management control of fruit borer and followed by the application of metarhizium for further management.,1-24-24,"January 25, 2024",4,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Kayapa,Pinayag,16.41757,121.004605,Onion,10/23/2023,209,Red pinoy,Vegetative,Onion Armyworm,,7,60,9,,7,0,DA RCPC provides chemicals & BCAs for the management of Armyworm.,,"January 12, 2024",29,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Aritao,Bone North,16.264733,121.020928,Onion,,7,Red pinoy,Vegetative,Armyworm/Twister,,7,20,9,,7,0,DA RCPC and NVES provides chemicals for the management of Armyworm and onion twister.,,"January 24, 2024",10,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Aritao,Bone South,16242532,121.003838,Onion,,3.1,Red pinoy,Vegetative,Armyworm/Twister,,3.1,20,9,,3.1,0,DA RCPC and NVES provides chemicals for the management of Armyworm and onion twister.,,"January 24, 2024",8,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Aritao,Calitlitan,16.223702,120.972251,Onion,,0.6,Red pinoy,Vegetative,Armyworm/Twister,,0.6,10,9,,0.6,0,DA RCPC and NVES provides chemicals for the management of Armyworm and onion twister.,,"January 24, 2024",2,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Aritao,Nagcuartelan,16.266407,121.020003,Onion,,2.9,Red pinoy,Vegetative,Armyworm/Twister,,2.9,20,9,,2.9,0,DA RCPC and NVES provides chemicals for the management of Armyworm and onion twister.,,"January 24, 2024",4,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Aritao,Cutar,16.585705,121.033229,Onion,,0.2,Red pinoy,Vegetative,Armyworm/Twister,,0.2,10,9,,0.2,0,DA RCPC and NVES provides chemicals for the management of Armyworm and onion twister.,,"January 24, 2024",1,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Dupax del Sur,Gabut,16.3238984,121.0650599,Onion,4/12/2023,20,Red dragon,Bulb formation,Armyworm,,5,10,9,,5,0,BPI provides chemicals for the management of Armyworm.,,"January 31, 2024",20,2023-2024
DS 2023-2024,,January,II,Nueva Vizcaya,Dupax del Sur,Mangayang,16.322451,121.0665044,Onion,5/12/2023,12,Red pinoy,Vegetative,Armyworm,,2,5,9,,2,0,BPI provides chemicals for the management of Armyworm.,,"January 31, 2024",7,2023-2024
DS 2023-2024,,February,II,Isabela,Roxas,San Pedro,17.16973,121.619947,Onion,8/12/2024,3.4,"Red dragon,Red Pinoy",Vegetative,Onion Armyworm,,3.4,30,9,3,3.4,0,Advised farmers to spray insecticide to manage the infestation of armyworm.,,"February 8, 2024",5,2023-2024
DS 2023-2024,,February,II,Isabela,Roxas,San Placido,17.135373,121.61329,Beans,1/15/2024,1.2,Banahaw,Vegetative,Leaf Miner,,1.2,5,9,1,1.2,0,Farmers already sprayed insecticide. We advised them to monitor the area continuously after the application.,,"February 14, 2024",4,2023-2024
DS 2023-2024,,February,II,Isabela,Roxas,San Placido,17.135373,121.61329,Pepper,1/19/2024,0.3,Diango F1,Vegetative,Aphids,,0.3,2,9,1,0.3,0,Farmers already sprayed insecticide. We advised them to monitor the area continuously after the application.,,"February 14, 2024",2,2023-2024
DS 2023-2024,,February,II,Isabela,City of Ilagan ,Angassian,17.112845,121.911274,Eggplant,1/11/2023,0.3,Fortuner,Fruiting Stage,Fruit Borer,,0.3,60,9,5,0.3,0,Advised the farmer to apply BCA to manage the infestation of fruit borer.,,"February 13, 2024",1,2023-2024
DS 2023-2024,,February,II,Isabela,City of Ilagan ,Angassian,17.112845,121.911274,Eggplant,1/11/2023,0.3,Fortuner,Fruiting Stage,Shoot Borer,,0.3,60,9,5,0.3,0,Advised the farmer to apply BCA to manage the infestation of shoot borer.,,"February 13, 2024",1,2023-2024
DS 2023-2024,,February,II,Nueva Vizcaya,Bambang,Barat,16.363728,121.048627,Onion,12/16/2023,5,Red pinoy,Reproductive,Onion Armyworm,,3,70,9,3,3,0,DA RCPC provides chemicals (1 bottle Parker neem and 1 bottle chix) and lure for the management of onion army worm and thrips.,,"February 16, 2024",10,2023-2024
DS 2023-2024,,February,II,Nueva Vizcaya,Bambang,Barat,16.363728,121.048627,Onion,12/16/2023,5,Red pinoy,Reproductive,Thrips,,3,5,9,3,3,0,,,"February 16, 2024",10,2023-2024
