SEASON,MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
DS 2023-2024,March,II,Cagayan,Gonzaga,Magrafil,18.26667,122.0748,Rice,1/22/2024,20,NK 5017,Reproductive,BPH,,1,5,3,"4,5",0,1,The farmer was advised to spray Virtako insecticide.,,"March 12, 2024",1,2023-2024
DS 2023-2024,March,II,Cagayan,Sta. Teresita,Buyun,18.2358,121.846,Rice,1/22/2024,,Longpin,Reproductive,Rodents,,27.6,4,3,,27.6,o,Farmers already placed bait. We advised them to clean the dikes in the area and conduct a regular monitoring.,,"March 02, 2024",20,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Nangalisan,16.630663,121.183625,Rice,6/2/2024,300,NSIC RC 222,Tillering,RBB,,25,3,3,2,10,15,Advised farmers to apply insecticides and conduct a regular monitoring.,,"March 12, 2024",30,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Nangalisan,16.630663,121.183625,Rice,6/2/2024,300,NSIC RC 222,Tillering,BPH,,25,10,3,3,10,15,Advised farmers to apply insecticides and conduct a regular monitoring.,,"March 12, 2024",30,2023-2024
DS 2023-2024,March,II,Isabela,Delfin Albano,San Macario,17.2079,121.7467,Rice,1/23/2024,25,NSIC RC 512,Panicle Initiation,BLB,,12,70,3,-,25,0,Farmers already sprayed fungicide/ bactericide. We advised them to monitor the area regulary and conduct a follow-up spraying if needed.,,"March 15, 2024",2,2023-2024
DS 2023-2024,March,II,Cagayan,Ballesteros,San Juan,18.2786984,121.4942582,Rice,,373,Hybrid Seeds,Dough,Armyworm,,25.9,7,3,,25.9,,Advised the farmers to apply organic pesticide in the afternoon or early in the morning and monitor the area regularly.,,"March 14, 2024",22,2023-2024
DS 2023-2024,March,II,Cagayan,Ballesteros,San Juan,18.2799767,121.49734,Rice,,373,NSIC RC 512,Dough,Neck rot,,4.25,1,3,,4.25,,Advised the farmers to harvest as soon as possible.,,"March 14, 2024",2,2023-2024
DS 2023-2024,March,II,Cagayan,Ballesteros,San Juan,18.281578,121.4936151,Rice,,374,NSIC RC 512,Reproductive,Rice Blast,,13.5,4,3,,13.5,,Advised the farmers to spray copper bases fungicide and observe field sanitation.,,"March 14, 2024",8,2023-2024
DS 2023-2024,March,II,Cagayan,Ballesteros,Baran,18.3685698,121.4920159,Rice,,355,Hybrid Seeds,Reproductive,BPH,,8.75,2,3,,8.75,,Advised farmers to elevate the water level and spray insecticide early n the morning or late in the afternoon. We also advised them to spray from less infested towards the most infested area and pratice field sanitation.,,"March 14, 2024",5,2023-2024
DS 2023-2024,March,II,Cagayan,Ballesteros,Fugu,18.3304686,121.5263297,Rice,,647,NSIC RC 512,Dough,Neck rot,,5,1,3,,5,,Advised the farmers to harvest as soon as possible.,,"March 14, 2024",3,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Del Pilar,16.486295,121.531342,Rice,12/28/2023,33,NSIC RC 512,Dough,Neck rot,,8,10,3,,0,8,Late reporte by the farmers.,,"March 20, 2024",5,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Del Pilar,16.486295,121.531342,Rice,12/28/2023,25,NSIC RC 402,Dough,Neck rot,,5,10,3,,0,5,Late reporte by the farmers.,,"March 20, 2024",2,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Del Pilar,16.486295,121.531342,Rice,12/28/2023,35,NSIC RC 222,Dough,Neck rot,,2,10,3,,0,2,Late reporte by the farmers.,,"March 20, 2024",1,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Mangandingay,16.507882,121.54256,Rice,12/27/2023,28,NK 5017,Dough,BPH,,10,5,3,3,10,0,Advised farmers to harvest early.,,"March 20, 2024",8,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Mangandingay,16.507882,121.54256,Rice,12/27/2023,15,Longpin,Dough,BPH,,5,5,3,3,5,0,Advised farmers to harvest early.,,"March 20, 2024",6,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Mangandingay,16.507882,121.54256,Rice,12/27/2023,18,NSIC RC 512,Dough,BPH,,8,5,3,5,8,0,Advised farmers to harvest early.,,"March 20, 2024",5,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Villamor,16.486785,121.509732,Rice,12/29/2023,18,NK 5017,Dough,BPH,,10,5,3,3,10,0,Advised farmers to harvest early.,,"March 21, 2024",8,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Villamor,16.486785,121.509732,Rice,12/29/2023,14,Longpin,Dough,BPH,,14,5,3,3,14,0,Advised farmers to harvest early.,,"March 21, 2024",15,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Villamor,16.486785,121.509732,Rice,12/29/2023,23,Pioneer,Dough,BPH,,5,5,3,3,5,0,Advised farmers to harvest early.,,"March 21, 2024",4,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Sta. Cruz,16.5931284,121.2285786,Rice,2/26/2024,407,NSIC RC 216,Tillering,BPH,,120,20,3,3-Apr,55,65,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"March 19, 2024",300,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Sta. Cruz,16.5931284,121.2285786,Rice,2/26/2024,407,NSIC RC 222,Tillering,BPH,,70,20,3,3-Apr,30,40,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"March 19, 2024",112,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Sta. Cruz,16.5931284,121.2285786,Rice,2/26/2024,407,PHB 79,Tillering,BPH,,12,20,3,3-Apr,6,6,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"March 19, 2024",15,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Tuao South,16.57461,121.2445583,Rice,2/22/2024,300,NSIC RC 216,Tillering,BPH,,25,20,3,3-Apr,10,15,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"March 20, 2024",30,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Tuao South,16.57461,121.2445583,Rice,2/22/2024,300,NSIC RC 222,Tillering,BPH,,60,20,3,3-Apr,24,36,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"March 20, 2024",75,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Tuao South,16.57461,121.2445583,Rice,2/22/2024,300,NSIC RC 216,Tillering,BPH,,40,20,3,3-Apr,17,23,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"March 20, 2024",50,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Tuao North,16.6062772,121.245702,Rice,4/3/2024,176,NSIC RC 222,Tillering,BPH,,80,20,3,3-Apr,60,20,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"March 20, 2024",180,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Tuao North,16.6062772,121.245702,Rice,4/3/2024,176,NSIC RC 402,Tillering,BPH,,40,20,3,3-Apr,35,5,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"March 20, 2024",180,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Sta. Lucia,16.630065,121.243378,Rice,1/19/2024,110,NSIC RC 222,Tillering,BPH,,35,10,3,3,5,20,Advised the farmers to spray insecticide and conduct a close monitoring.,,"March 12, 2024",43,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Paniki,16.6205,121.2139,Rice,1/28/2024,175,NSIC RC 402,Tillering,BPH,,15,10,3,3,15,0,Advised the farmers to spray insecticide and conduct a close monitoring.,,"March 12, 2024",20,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Solano,Dadap,16.525362,121.22359,Rice,2/16/2024,50,NSIC RC 222,Tillering,BPH,,30,10,3,4,20,10,Advised the farmers to spray insecticide and conduct a close monitoring.,,"March 19, 2024",35,2023-2024
DS 2023-2024,March,II,Cagayan,Gonzaga,Cabiraon,18.31232,122.084083,Rice,12/28/2023,40,NK 5017,Milking,Armyworm,,40,7,3,7-Oct,40,0,Farmers sprayed brudan insecticide. Advised them to monitor the area regularly and condut a follow up application if necessary.,,"March 21, 2024",58,2023-2024
DS 2023-2024,March,II,Cagayan,Gonzaga,Lacub Tapel,18.289873,122.0559035,Rice,12/17/2023,6,Bigante plus,Dough,Armyworm,,6,7,3,8,6,0,Farmers sprayed brudan insecticide. Advised them to monitor the area regularly and condut a follow up application if necessary.,,"March 21, 2024",11,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Solano,Roxas,16.526963,121.198648,Rice,3/17/2024,180,NSIC RC 222,Tillering,BLB,,25,10,3,1,0,25,Advised farmers to spray fungicides and conduct a regular monitoring.,,"April 23, 2024",35,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Solano,Curifang,16.51676,121.218037,Rice,3/19/2024,75,NSIC RC 222,Tillering,BLB,,20,10,3,1,0,20,Advised farmers to spray fungicides and conduct a regular monitoring.,,"April 19, 2024",25,2023-2024
DS 2023-2024,April,II,Isabela,Quezon,Barucboc,17.27398,121.60707,Rice,12/2/2024,8,NSIC RC 406,Panicle Initiation,Stem borer,,8,5,3,1,8,0,Advised farmers to spray insecticide and conduct a close monitoring.,,"April 25, 2024",3,2023-2024
DS 2023-2024,April,II,Isabela,Quezon,Alunan,17.28859,121.606465,Rice,2/2/2024,12,NSIC RC 222,Panicle Initiation,Stem borer,,12,3,3,1,12,0,Advised farmers to spray insecticide and conduct a close monitoring.,,"April 25, 2024",7,2023-2024
DS 2023-2024,April,II,Isabela,Tumauini,San Mateo,17.288107,121.810408,Rice,1/1/2024,3,Hybrid Seeds,Early maturity Stage,Stem borer,,3,15,3,5,3,0,Advised farmers to conduct early monitoring in order to avoid high yield loss.,,"April 25, 2024",2,2023-2024
DS 2023-2024,April,II,Isabela,Tumauini,San pedro,17.274311,121.821489,Rice,1/1/2024,4,Hybrid Seeds,Milking,Stem borer,,4,10,3,5,4,0,Advised farmers to conduct early monitoring in order to avoid high yield loss.,,"April 25, 2024",5,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Bayombong,Luyang,16.5019795,121.151376,Rice,3/20/2024,250,NSIC RC 222,Tillering,Rice Blast,,60,5,3,1,50,10,Advised the farmers to spray fungicide to manage the incidence of rice blast.,,"April 23,2024",125,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Bayombong,Luyang,16.5019795,121.151376,Rice,3/20/2024,250,NSIC RC 512,Tillering,Rice Blast,,70,5,3,1,40,30,Advised the farmers to spray fungicide to manage the incidence of rice blast.,,"April 23,2024",149,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Bayombong,Luyang,16.5019795,121.151376,Rice,3/20/2024,250,Longpin,Tillering,Rice Blast,,30,5,3,1,30,10,Advised the farmers to spray fungicide to manage the incidence of rice blast.,,"April 23,2024",85,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Culling East,16.9502,121.64851,Rice,1/2/2024,3,NSIC RC 222,Tillering,Leaffolder,,0.1,2,3,,0,0.1,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 02, 2024",2,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Centro,16.93922,121.680737,Rice,1/2/2024,15,NSIC RC 222,Tillering,Leaffolder,,1,7,3,,0,1,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 02, 2024",18,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Centro,16.93922,121.680737,Rice,1/2/2024,15,NSIC RC 222,Tillering,Whorl Maggot,,1,15,3,,0,1,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 02, 2024",18,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Saranay,16.96123,121.67807,Rice,1/2/2024,48,NSIC RC 222,Tillering,Leaffolder,,4,10,3,,1,3,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 02, 2024",35,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Saranay,16.96123,121.67807,Rice,1/2/2024,48,NSIC RC 222,Tillering,Whorl Maggot,,12,27,3,,4,8,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 02, 2024",35,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Sampaloc,16.951821,121.68995,Rice,1/2/2024,9,NSIC RC 222,Tillering,Leaffolder,,0.4,5,3,,0,0.4,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 02, 2024",12,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Sampaloc,16.951821,121.68995,Rice,1/2/2024,9,NSIC RC 222,Tillering,Whorl Maggot,,1,15,3,,0,1,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 02, 2024",12,2023-2024
DS 2023-2024,April,II,Isabela,Roxas,Marcos,17.154018,121.592255,Rice,12/2/2024,7,NSIC RC 222,Milking,Stem borer,,7,15,3,3,7,0,Advised farmers to spray recommended insecticide at early stage.,,"April 11, 2024",2,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Solano,Wacal,16.528517,121.152407,Rice,3/17/2024,70,NSIC RC 222,Tillering,BLB,,25,5,3,1,0,25,Advised the farmers to spray fungicide for management and conduct a regular monitoring.,,"April 11, 2024",30,2023-2024
DS 2023-2024,April,II,Quirino,Nagtipunan,Ponggo,16.225508,121.6099,Rice,1/2/2024,79,NSIC RC 512,Reproductive,Whorl Maggot,,5,5,3,3,5,0,Farmers already sprayed insecticide for the management of whorl maggot.,,"April 11, 2024",3,2023-2024
DS 2023-2024,April,II,Quirino,Nagtipunan,Ponggo,16.225455,121.609863,Rice,1/2/2024,79,NSIC RC 512,Reproductive,Leaffolder,,8,5,3,3,8,0,Advice farmers to regularly monitor the area and spray insecticide if needed.,,"April 11, 2024",5,2023-2024
DS 2023-2024,April,II,Quirino,Nagtipunan,Dipantan,16.267538,121.647712,Rice,3/2/2024,67,NSIC RC 512,Reproductive,Stem borer,,11,5,3,3,11,0,Advice farmers to regularly monitor the area and spray insecticide if needed.,,"April 11, 2024",13,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Rang-ay,16.926639,121.616692,Rice,1/3/2024,2,Inbred,Tillering,Leaffolder,,0.1,5,3,,0,0.1,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 12, 2024",5,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Macalaoat,16.651068,121.653819,Rice,3/24/2024,10,Inbred,Tillering,Leaffolder,,0.5,5,3,,0,0.5,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 12, 2024",13,2023-2024
DS 2023-2024,April,II,Isabela,City of Ilagan ,Carikkikan,17.150942,121.830383,Rice,1/12/2024,18,NSIC RC 406,Milking,Stem borer,,3,5,1,3,3,0,Advised farmers to spray insecticide at early stage to protect the crop from stemborer and other insect pests.,,"April 04, 2024",2,2023-2024
DS 2023-2024,April,II,Isabela,City of Ilagan ,Carikkikan,17.150942,121.830383,Rice,1/5/2024,20,NSIC RC 222,Milking,Stem borer,,5,5,1,2,5,0,Advised farmers to spray insecticide at early stage to protect the crop from stemborer and other insect pests.,,"April 04, 2024",3,2023-2024
DS 2023-2024,April,II,Quirino,Diffun,Cajel,16.545577,121.524048,Rice,1/18/2024,20,Longpin,Dough,Rodents,,2,10,3,,0,2,Advised farmers to apply rodenticide if needed or harvest early.,,"April 02, 2024",1,2023-2024
DS 2023-2024,April,II,Quirino,Diffun,Cajel,16.545577,121.524048,Rice,1/18/2024,10,NSIC RC 222,Dough,Rodents,,6,10,3,,0,6,Advised farmers to apply rodenticide if needed or harvest early.,,"April 02, 2024",3,2023-2024
DS 2023-2024,April,II,Quirino,Aglipay,San Francisco,16.445798,121.645852,Rice,1/16/2024,10,NSIC RC 402,Dough,Neck rot,,5,10,3,,0,5,Advised farmers to report as early as possible to manage the incidence of the disease.,Late reported.,"April 02, 2024",4,2023-2024
DS 2023-2024,April,II,Quirino,Aglipay,San Francisco,16.445798,121.645852,Rice,1/16/2024,4,NSIC RC 222,Dough,Neck rot,,3,10,3,,0,3,Advised farmers to report as early as possible to manage the incidence of the disease.,Late reported.,"April 02, 2024",2,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Kayapa,San Fabian,16.3469133,120.9946417,Rice,2/15/2024,74.5,NSIC RC 222,Tillering,BLB,,10,10,1,,8,2,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 02, 2024",16,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Kayapa,San Fabian,16.346456,120.9946456,Rice,2/17/2024,74.5,NSIC RC 402,Tillering,BLB,,30,10,1,,18,12,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 02, 2024",55,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Kayapa,San Fabian,16.34:70146,120.9947016,Rice,2/16/2024,74.5,NSIC RC 216,Tillering,BLB,,20,10,1,,16,4,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 02, 2024",28,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Bayombong,Buenavista,16.4369681,121.107652,Rice,2/5/2024,168,NSIC RC 222,Tillering,BLB,,60,10,1,,50,10,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 02, 2024",121,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Bayombong,Buenavista,16.4369681,121.107652,Rice,2/5/2024,168,NSIC RC 408,Tillering,BLB,,55,10,1,,45,15,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 02, 2024",102,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Bayombong,Buenavista,16.4369681,121.107652,Rice,2/5/2024,168,NSIC RC 216,Tillering,BLB,,45,10,1,,38,7,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 02, 2024",82,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Bagabag,Murong,16.6004979,121.2336324,Rice,3/3/2024,356,NSIC RC 222,Tillering,BPH,,60,10,1,2-Mar,40,20,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"April 03, 2024",110,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Bagabag,Murong,16.6004979,121.2336324,Rice,3/3/2024,356,NSIC RC 216,Tillering,BPH,,82,10,1,2-Mar,60,22,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"April 03, 2024",160,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Bagabag,Murong,16.6004979,121.2336324,Rice,3/3/2024,356,NSIC RC 402,Tillering,BPH,,35,10,1,2-Mar,30,5,Advised farmers to spray insecticide to manage the infestation of brown planthopper and conduct a close monitoring.,,"April 03, 2024",63,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Culling Centro,16.945832,121.645123,Rice,1/1/2024,2,NSIC RC 222,Booting,BPH,,0.04,2,1,5,0.04,0,Farmers already sprayed insecticide. We advised them to conduct a regular monitoring and practice AWD irrigation for the management of BPH.,Late planted,"April 02, 2024",2,2023-2024
DS 2023-2024,April,II,Isabela,Cabatuan,Lapaz,16.915366,121.67158,Rice,3/24/2024,5,Inbred,Tillering,Leaffolder,,0.5,10,3,,0.5,0,"The area planted called ""PALUSOT or the PALUSOT FARMERS"". We advised them to practice AWD irrigation for the management of Pest and conduct a regular monitoring.",,"April 12, 2024",4,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Solano,Bangaan,16.5431062,121.1449133,Rice,3/19/2024,300,NSIC RC 222,Tillering,BLB,,120,5,1,,70,50,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 18, 2024",85,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Solano,Bangaan,16.5431062,121.1449133,Rice,3/19/2024,300,NSIC RC 222,Tillering,BLB,,80,5,1,,50,30,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 18,2024",55,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Solano,Wacal,16.5287885,121.1516654,Rice,3/27/2024,350,NSIC RC 216,Tillering,BLB,,70,5,1,,45,25,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 17,2024",130,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,solano,Wacal,16.5328483,121.1493624,Rice,3/18/2024,350,NSIC RC 222,Tillering,BLB,,100,5,3,,55,45,Advised farmers to spray kocide to manage the infestation of bacterial leaf blight.,,"April 17, 2024",185,2023-2024
DS 2023-2024,April,II,Nueva Vizcaya,Solano,Roxas,16.526963,121.198648,Rice,3/17/2024,180,NSIC RC 222,Tillering,BLB,,25,10,1,,0,25,Advised farmers to spray fungicides and conduct a regular monitoring.,,"April 23, 2024",35,2023-2024
