project_id,project_type,project_type_key,project_group,project_group_key,project_title,fund_source,source_agency,banner_program,year_funded,operating_unit,project_cost,beneficiary,quantity,province,district,municipality,barangay,ADM4_PCODE,ADM3_PCODE,ADM2_PCODE,match_status
ABEMIS0068,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,Construction of Spring Development,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2025,Cagayan Valley (Region II),757298.40,Pampang Irrigators and Farmers Association,1.00,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Pampang (Pob.),PH0205010016,PH0205010,PH02050,barangay_matched
ABEMIS0069,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,Construction of Spring Development,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2025,Cagayan Valley (Region II),757298.40,Binadang Farmers Association,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Kimbutan,PH0205008019,PH0205008,PH02050,barangay_matched
ABEMIS0070,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,Construction of Spring Development,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2025,Cagayan Valley (Region II),757298.40,I-wak Ancestral Domain Development Association,1.00,Nueva Vizcaya,Nueva Vizcaya,Santa Fe,Buyasyas,PH0205012006,PH0205012,PH02050,barangay_matched
ABEMIS0071,Palay Shed,abemis_palay_shed_count,Postharvest and Processing,abemis_postharvest,Construction of Palay Shed,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),499624.51,Barabac Santa Fe Multi-Purpose Cooperative,1.00,Nueva Vizcaya,Nueva Vizcaya,Aritao,Sta. Clara,PH0205002012,PH0205002,PH02050,barangay_matched
ABEMIS0072,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Apayao Solar Powered Irrigation System,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),1842899.07,Asiga Small Water Impounding Project,1.00,Cagayan,2nd District,Piat,Apayao,PH0201520001,PH0201520,PH02015,barangay_matched
ABEMIS0073,Multi Crop Drying Pavement (MCDP),abemis_multi_crop_drying_pavement_mcdp_count,Postharvest and Processing,abemis_postharvest,Construction of Multi-Crop Drying Pavement,Corn Program,DA - OSEC,Corn Program,2024,Cagayan Valley (Region II),673656.17,Eden Upland Farmers Association,1.00,Quirino,Quirino,Cabarroguis (Capital),Eden,PH0205702006,PH0205702,PH02057,barangay_matched
ABEMIS0074,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Padul FMR, Brgy. Padul, Solana, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1889943.20,,0.27,Cagayan,3rd District,Solana,Padul,PH0201527021,PH0201527,PH02015,barangay_matched
ABEMIS0075,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Cagayan Breeding Station Road Network, Brgy.Maguirig,Solana, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4775081.71,,0.58,Cagayan,3rd District,Solana,Maguirig,PH0201527017,PH0201527,PH02015,barangay_matched
ABEMIS0076,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Andarayan North-South FMR, Brgys.Andarayan North and South,Solana, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1880969.47,,0.27,Cagayan,3rd District,Solana,Andarayan North,PH0201527001,PH0201527,PH02015,barangay_matched
ABEMIS0077,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Bauan East, Sitio Ipil FMR, Brgy.Bauan East, Solana, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4726224.26,,0.55,Cagayan,3rd District,Solana,Bauan East,PH0201527006,PH0201527,PH02015,barangay_matched
ABEMIS0078,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Nabbabalayan FMR, Brgy.Nabbabalayan,Peñablanca, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890059.04,,0.25,Cagayan,3rd District,Pe?ablanca,Nabbabalayan,PH0201519018,PH0201519,PH02015,barangay_matched
ABEMIS0079,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Santiago FMR, Brgy. Santiago, Iguig, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890144.52,,0.28,Cagayan,3rd District,Iguig,Santiago,PH0201515024,PH0201515,PH02015,barangay_matched
ABEMIS0080,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of San Juan FMR, Brgy.San Juan, Amulung, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2834882.04,,0.35,Cagayan,3rd District,Amulung,Cordova,PH0201504022,PH0201504,PH02015,barangay_matched
ABEMIS0081,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Lapi FMR, Brgy. Lapi, Peñablanca, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890428.70,,0.32,Cagayan,3rd District,Pe?ablanca,Lapi,PH0201519013,PH0201519,PH02015,barangay_matched
ABEMIS0082,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Larion Bajo FMR, Brgy.Larion Bajo, Tuguegarao City, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890634.51,,0.19,Cagayan,3rd District,Tuguegarao City (Capital),Larion Bajo,PH0201529025,PH0201529,PH02015,barangay_matched
ABEMIS0083,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Calamagui FMR, Brgy.Calamagui, Amulung, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1821652.62,,0.26,Cagayan,3rd District,Amulung,Centro,PH0201504020,PH0201504,PH02015,barangay_matched
ABEMIS0084,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF BACULUD- DADDA FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4768750.00,,0.96,Cagayan,3rd District,Amulung,Baculud,PH0201504010,PH0201504,PH02015,barangay_matched
ABEMIS0085,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF BUYUN FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2835160.00,,0.34,Cagayan,3rd District,Pe?ablanca,Buyun,PH0201519006,PH0201519,PH02015,barangay_matched
ABEMIS0086,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Damortis FMR, Brgy.Sampaguita,Solana, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4727025.00,,0.53,Cagayan,3rd District,Solana,Sampaguita,PH0201527025,PH0201527,PH02015,barangay_matched
ABEMIS0087,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Purok 5, Brgy. Abian FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2021,Cagayan Valley (Region II),12437500.00,,0.97,Nueva Vizcaya,Nueva Vizcaya,Bambang,Abian,PH0205004001,PH0205004,PH02050,barangay_matched
ABEMIS0088,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. San Antonio to Brgy. Dullao FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2021,Cagayan Valley (Region II),12437500.00,,0.87,Nueva Vizcaya,Nueva Vizcaya,Bambang,San Antonio North;Dullao,,PH0205004,PH02050,barangay_unmatched
ABEMIS0089,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Purok 5, Sitio Insap, Brgy. Mabuslo FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2021,Cagayan Valley (Region II),11940000.00,,0.70,Nueva Vizcaya,Nueva Vizcaya,Bambang,Mabuslo,PH0205004014,PH0205004,PH02050,barangay_matched
ABEMIS0090,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Cabatacan West FMR, Brgy.Cabatacan West, Lasam, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2830117.05,,0.41,Cagayan,2nd District,Lasam,Aggunetan,PH0201517001,PH0201517,PH02015,barangay_matched
ABEMIS0091,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Magsidel FMR, Brgy. Magsidel, Calayan, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890033.40,,0.11,Cagayan,2nd District,Calayan,Centro II,PH0201509010,PH0201509,PH02015,barangay_matched
ABEMIS0092,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Csu Piat FMR (Phase II), Brgy. Baung, Piat, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),5671552.05,,0.73,Cagayan,2nd District,Piat,Baung,PH0201520016,PH0201520,PH02015,barangay_matched
ABEMIS0093,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Sta. Maria-Bilibigao FMR, Brgys.Sta. Maria and Bilibigao, Claveria, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2000000.00,,0.27,Cagayan,2nd District,Claveria,Sta. Maria (Surngot),PH0201511026,PH0201511,PH02015,barangay_matched
ABEMIS0094,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Fugu-Payagan East FMR, Brgys. Fugu and Payagan East, Ballesteros, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),3000000.00,,0.30,Cagayan,2nd District,Ballesteros,Fugu,PH0201507010,PH0201507,PH02015,barangay_matched
ABEMIS0095,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Sta. Filomena FMR, Brgy. Sta. Filomena, Abulug, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2000000.00,,0.22,Cagayan,2nd District,Abulug,Santa Filomena,PH0201501013,PH0201501,PH02015,barangay_matched
ABEMIS0096,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. Duruarog FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2021,Cagayan Valley (Region II),11940000.00,,0.88,Nueva Vizcaya,Nueva Vizcaya,Diadi,Duruarog,PH0205006005,PH0205006,PH02050,barangay_matched
ABEMIS0097,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of San Julian FMR, Brgy. San Julian, Abulug,Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),3000000.00,,0.37,Cagayan,2nd District,Abulug,San Julian,PH0201501019,PH0201501,PH02015,barangay_matched
ABEMIS0098,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. Cabanglasan FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2021,Cagayan Valley (Region II),12118754.54,,0.74,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Cabanglasan,PH0205010011,PH0205010,PH02050,barangay_matched
ABEMIS0099,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Abbangkeruan FMR, Brgy. Abbangkeruan, Pamplona, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2500000.00,,0.32,Cagayan,2nd District,Pamplona,Abanqueruan,PH0201518001,PH0201518,PH02015,barangay_matched
ABEMIS0100,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Apayao- Sitio Labbeng, Brgy.Apayao,Piat,Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1889781.95,,0.52,Cagayan,2nd District,Piat,Apayao,PH0201520001,PH0201520,PH02015,barangay_matched
ABEMIS0101,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Bagu FMR, Brgy. Bagu, Abulug, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),3000000.00,,0.34,Cagayan,2nd District,Abulug,Bagu,PH0201501002,PH0201501,PH02015,barangay_matched
ABEMIS0102,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Cambabangan-Nanauatan-Pasingan FMR, Brgys. Cambabangan, Nanauatan, and Pasingan, Rizal, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890454.58,,0.31,Cagayan,2nd District,Rizal,Nanauatan,PH0201521020,PH0201521,PH02015,barangay_matched
ABEMIS0103,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Calapangan Norte FMR, Brgy. Capalangan Norte, Lasam, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2832492.35,,0.32,Cagayan,2nd District,Lasam,Calapangan Norte,PH0201517005,PH0201517,PH02015,barangay_matched
ABEMIS0104,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Allig Valley FMR, Brgy. Allig Valley, Allacapan, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2830626.34,,0.29,Cagayan,2nd District,Allacapan,Bessang,PH0201503001,PH0201503,PH02015,barangay_matched
ABEMIS0105,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Aggunetan FMR (Phase II), Brgy. Aggunetan, Lasam, Cagayan",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2830117.05,,0.35,Cagayan,2nd District,Lasam,Aggunetan,PH0201517001,PH0201517,PH02015,barangay_matched
ABEMIS0106,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"CONCRETING OF BALATOBAT, CAMIGUIN FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1887799.40,,0.13,Cagayan,2nd District,Calayan,Balatubat,PH0201509002,PH0201509,PH02015,barangay_matched
ABEMIS0107,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF GUIDDAM FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),3780577.24,,0.50,Cagayan,2nd District,Abulug,Guiddam,PH0201501009,PH0201501,PH02015,barangay_matched
ABEMIS0108,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF CALOG NORTE FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1889289.40,,0.24,Cagayan,2nd District,Abulug,Calog Norte,PH0201501004,PH0201501,PH02015,barangay_matched
ABEMIS0109,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF NORTHERN CAGAYAN EXPERIMENT STATION ROAD NETWORK FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2882588.70,,0.33,Cagayan,2nd District,Abulug,Centro (Pob.),PH0201501007,PH0201501,PH02015,barangay_matched
ABEMIS0110,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Improvement/Concreting of Gulac FMR, Brgy.Gulac, Diffun, Quirino",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1989995.21,,0.30,Quirino,Quirino,Diffun,Gulac,PH0205703014,PH0205703,PH02057,barangay_matched
ABEMIS0111,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Improvement/Concreting of Dumabato Sur Waterfalls FMR, Brgy. Dumabato Sur, Maddela, Quirino",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1989631.29,,0.60,Quirino,Quirino,Maddela,Dumabato Sur,PH0205704013,PH0205704,PH02057,barangay_matched
ABEMIS0112,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Purok 5 Villa Cardenas FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1989933.90,,0.60,Quirino,Quirino,Saguday,Cardenas,PH0205705008,PH0205705,PH02057,barangay_matched
