facility_id,facility_name,facility_type,province,district,municipality,barangay,latitude,longitude,status,capacity,service_area_ha,project_amount,year_constructed,farmer_beneficiaries,banner_program,remarks
ABEMIS0001,Poultry House,ABEMIS_LIVESTOCK,Cagayan,2nd District,Piat,Baung,,,National Urban and Peri-Urban Agriculture Program,1.00,,0.00,2025,,National Urban and Peri-Urban Agriculture Program,Project Group: Livestock Facilities | Project Type: Chicken Housing | Beneficiary: Cagayan State University - Piat
ABEMIS0081,"Concreting of Lapi FMR, Brgy. Lapi, Peñablanca, Cagayan",ABEMIS_FMR,Cagayan,3rd District,Pe?ablanca,Lapi,,,Farm to Market Road Development Program,0.32,,1890428.70,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0082,"Concreting of Larion Bajo FMR, Brgy.Larion Bajo, Tuguegarao City, Cagayan",ABEMIS_FMR,Cagayan,3rd District,Tuguegarao City (Capital),Larion Bajo,,,Farm to Market Road Development Program,0.19,,1890634.51,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0083,"Concreting of Calamagui FMR, Brgy.Calamagui, Amulung, Cagayan",ABEMIS_FMR,Cagayan,3rd District,Amulung,Centro,,,Farm to Market Road Development Program,0.26,,1821652.62,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0084,CONCRETING OF BACULUD- DADDA FMR,ABEMIS_FMR,Cagayan,3rd District,Amulung,Baculud,,,Farm to Market Road Development Program,0.96,,4768750.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0085,CONCRETING OF BUYUN FMR,ABEMIS_FMR,Cagayan,3rd District,Pe?ablanca,Buyun,,,Farm to Market Road Development Program,0.34,,2835160.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0086,"Concreting of Damortis FMR, Brgy.Sampaguita,Solana, Cagayan",ABEMIS_FMR,Cagayan,3rd District,Solana,Sampaguita,,,Farm to Market Road Development Program,0.53,,4727025.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0087,"Concreting of Purok 5, Brgy. Abian FMR",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Bambang,Abian,,,Farm to Market Road Development Program,0.97,,12437500.00,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0088,Concreting of Brgy. San Antonio to Brgy. Dullao FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Bambang,San Antonio North;Dullao,,,Farm to Market Road Development Program,0.87,,12437500.00,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0089,"Concreting of Purok 5, Sitio Insap, Brgy. Mabuslo FMR",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Bambang,Mabuslo,,,Farm to Market Road Development Program,0.70,,11940000.00,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0090,"Concreting of Cabatacan West FMR, Brgy.Cabatacan West, Lasam, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Lasam,Aggunetan,,,Farm to Market Road Development Program,0.41,,2830117.05,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0091,"Concreting of Magsidel FMR, Brgy. Magsidel, Calayan, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Calayan,Centro II,,,Farm to Market Road Development Program,0.11,,1890033.40,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0092,"Concreting of Csu Piat FMR (Phase II), Brgy. Baung, Piat, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Piat,Baung,,,Farm to Market Road Development Program,0.73,,5671552.05,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0093,"Concreting of Sta. Maria-Bilibigao FMR, Brgys.Sta. Maria and Bilibigao, Claveria, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Claveria,Sta. Maria (Surngot),,,Farm to Market Road Development Program,0.27,,2000000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0094,"Concreting of Fugu-Payagan East FMR, Brgys. Fugu and Payagan East, Ballesteros, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Ballesteros,Fugu,,,Farm to Market Road Development Program,0.30,,3000000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0095,"Concreting of Sta. Filomena FMR, Brgy. Sta. Filomena, Abulug, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Abulug,Santa Filomena,,,Farm to Market Road Development Program,0.22,,2000000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0096,Concreting of Brgy. Duruarog FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Diadi,Duruarog,,,Farm to Market Road Development Program,0.88,,11940000.00,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0097,"Concreting of San Julian FMR, Brgy. San Julian, Abulug,Cagayan",ABEMIS_FMR,Cagayan,2nd District,Abulug,San Julian,,,Farm to Market Road Development Program,0.37,,3000000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0098,Concreting of Brgy. Cabanglasan FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Cabanglasan,,,Farm to Market Road Development Program,0.74,,12118754.54,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0099,"Concreting of Abbangkeruan FMR, Brgy. Abbangkeruan, Pamplona, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Pamplona,Abanqueruan,,,Farm to Market Road Development Program,0.32,,2500000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0100,"Concreting of Apayao- Sitio Labbeng, Brgy.Apayao,Piat,Cagayan",ABEMIS_FMR,Cagayan,2nd District,Piat,Apayao,,,Farm to Market Road Development Program,0.52,,1889781.95,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0101,"Concreting of Bagu FMR, Brgy. Bagu, Abulug, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Abulug,Bagu,,,Farm to Market Road Development Program,0.34,,3000000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0102,"Concreting of Cambabangan-Nanauatan-Pasingan FMR, Brgys. Cambabangan, Nanauatan, and Pasingan, Rizal, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Rizal,Nanauatan,,,Farm to Market Road Development Program,0.31,,1890454.58,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0103,"Concreting of Calapangan Norte FMR, Brgy. Capalangan Norte, Lasam, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Lasam,Calapangan Norte,,,Farm to Market Road Development Program,0.32,,2832492.35,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0104,"Concreting of Allig Valley FMR, Brgy. Allig Valley, Allacapan, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Allacapan,Bessang,,,Farm to Market Road Development Program,0.29,,2830626.34,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0105,"Concreting of Aggunetan FMR (Phase II), Brgy. Aggunetan, Lasam, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Lasam,Aggunetan,,,Farm to Market Road Development Program,0.35,,2830117.05,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0106,"CONCRETING OF BALATOBAT, CAMIGUIN FMR",ABEMIS_FMR,Cagayan,2nd District,Calayan,Balatubat,,,Farm to Market Road Development Program,0.13,,1887799.40,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0107,CONCRETING OF GUIDDAM FMR,ABEMIS_FMR,Cagayan,2nd District,Abulug,Guiddam,,,Farm to Market Road Development Program,0.50,,3780577.24,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0108,CONCRETING OF CALOG NORTE FMR,ABEMIS_FMR,Cagayan,2nd District,Abulug,Calog Norte,,,Farm to Market Road Development Program,0.24,,1889289.40,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0109,CONCRETING OF NORTHERN CAGAYAN EXPERIMENT STATION ROAD NETWORK FMR,ABEMIS_FMR,Cagayan,2nd District,Abulug,Centro (Pob.),,,Farm to Market Road Development Program,0.33,,2882588.70,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0110,"Improvement/Concreting of Gulac FMR, Brgy.Gulac, Diffun, Quirino",ABEMIS_FMR,Quirino,Quirino,Diffun,Gulac,,,Farm to Market Road Development Program,0.30,,1989995.21,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0111,"Improvement/Concreting of Dumabato Sur Waterfalls FMR, Brgy. Dumabato Sur, Maddela, Quirino",ABEMIS_FMR,Quirino,Quirino,Maddela,Dumabato Sur,,,Farm to Market Road Development Program,0.60,,1989631.29,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0112,Concreting of Purok 5 Villa Cardenas FMR,ABEMIS_FMR,Quirino,Quirino,Saguday,Cardenas,,,Farm to Market Road Development Program,0.60,,1989933.90,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0113,"Improvement/Concreting of Palacian FMR, Brgy.Palacian, Aglipay, Quirino",ABEMIS_FMR,Quirino,Quirino,Aglipay,Palacian,,,Farm to Market Road Development Program,0.10,,1930322.80,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0114,"Improvement/Concreting of Brgy. Dipantan FMR, Brgy. Dipantan, Nagtipunan, Quirino",ABEMIS_FMR,Quirino,Quirino,Nagtipunan,Dipantan,,,Farm to Market Road Development Program,0.80,,1989886.49,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0115,"Improvement/Concreting of Landingan FMR, Brgy.Landingan, Nagtipunan, Quirino",ABEMIS_FMR,Quirino,Quirino,Nagtipunan,Landingan,,,Farm to Market Road Development Program,1.10,,2487492.27,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0116,"Improvement/Concreting of Anak FMR, Brgy.Anak, Nagtipunan, Quirino",ABEMIS_FMR,Quirino,Quirino,Nagtipunan,Anak,,,Farm to Market Road Development Program,1.00,,2487456.20,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0117,Concreting of Campamento Purok 2 & 4 FMR,ABEMIS_FMR,Quirino,Quirino,Diffun,Campamento,,,Farm to Market Road Development Program,3.60,,1989956.38,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0118,"Improvement/Concreting of Divisoria Sur FMR, Brgy.Divisoria Sur, Maddela,Quirino",ABEMIS_FMR,Quirino,Quirino,Maddela,Divisoria Sur (Bisangal),,,Farm to Market Road Development Program,0.60,,2000000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0119,Concreting of Cateina St. Sto. Tomas FMR,ABEMIS_FMR,Quirino,Quirino,Saguday,Santo Tomas,,,Farm to Market Road Development Program,0.30,,1989994.29,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0120,"Improvement/Concreting of Dumabato Sur Waterfalls FMR, Brgy. Dumabato Sur, Maddela, Quirino",ABEMIS_FMR,Quirino,Quirino,Maddela,Dumabato Norte,,,Farm to Market Road Development Program,0.60,,2000000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0121,"Improvement/Concreting of Gabuya St., La Paz FMR, Brgy. La Paz, Saguday, Quirino",ABEMIS_FMR,Quirino,Quirino,Saguday,La Paz,,,Farm to Market Road Development Program,0.40,,1928796.14,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0122,"Improvement/Concreting of Sta.Maria FMR, Brgy. Sta. Maria, Maddela, Quirino",ABEMIS_FMR,Quirino,Quirino,Maddela,Santa Maria,,,Farm to Market Road Development Program,0.30,,1927460.17,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0123,"Improvement/Concreting of San Pascual FMR, Brgy. San Pascual, Diffun, Quirino",ABEMIS_FMR,Quirino,Quirino,Diffun,San Pascual,,,Farm to Market Road Development Program,0.50,,1989852.73,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0124,Concreting of Bacani Street FMR,ABEMIS_FMR,Quirino,Quirino,Maddela,Santa Maria,,,Farm to Market Road Development Program,1.20,,2000000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0125,"Concreting of Purok Bitanay, Brgy. Macabenga FMR",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Macabenga,,,Farm to Market Road Development Program,1.01,,14924701.45,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0126,"Improvement/Concreting of Tabba Dipintin FMR, Brgy. Tabba Dipintin, Maddela, Quirino",ABEMIS_FMR,Quirino,Quirino,Maddela,Dipintin,,,Farm to Market Road Development Program,0.50,,2000000.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0127,CONCRETING OF PINARIPAD NORTE- DIODOL FMR,ABEMIS_FMR,Quirino,Quirino,Aglipay,Pinaripad Norte,,,Farm to Market Road Development Program,1.00,,9949970.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0128,CONCRETING OF QUIRINO EXPERIMENT STATION ROAD NETWORK PHASE IV FMR,ABEMIS_FMR,Quirino,Quirino,Aglipay,Dungo,,,Farm to Market Road Development Program,1.32,,9949900.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0129,Concreting of Brgy. Binuangan FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Binnuangan,,,Farm to Market Road Development Program,0.53,,12140017.96,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0130,IMPROVEMENT/CONCRETING OF STO. DOMINGO FMR,ABEMIS_FMR,Quirino,Quirino,Cabarroguis (Capital),Santo Domingo,,,Farm to Market Road Development Program,0.17,,1989850.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0131,IMRPOVEMENT/CONCRETING OF VILLA NORTE FMR,ABEMIS_FMR,Quirino,Quirino,Maddela,Villa Hermosa Norte,,,Farm to Market Road Development Program,0.25,,1989970.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0132,Concreting of Brgy. Belance FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Belance,,,Farm to Market Road Development Program,0.77,,12437474.61,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0133,"Concreting of Sitio Campo Batu, Brgy. Antutot FMR",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Antutot,,,Farm to Market Road Development Program,0.76,,11574705.95,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0134,Concreting of Brgy. Didipio FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Didipio,,,Farm to Market Road Development Program,0.55,,11049801.86,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0135,Concreting of Brgy. Siguem FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Seguem,,,Farm to Market Road Development Program,0.88,,11924583.73,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0136,Concreting of Brgy. Ocao-Capiaan FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Aritao,Ocao-Capiniaan,,,Farm to Market Road Development Program,0.79,,11939874.23,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0137,"Concreting of Paitan FMR, Brgy. Paitan, Boyombong, Nueva Vizcaya",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Bayombong (Capital),Paitan,,,Farm to Market Road Development Program,0.24,,2385811.62,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0138,"Concreting of Nueva Vizcaya Experiment Station Road Network (Phase III), Brgy. Villaros, Bagabag, Nueva Vizcaya",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Bakir,,,Farm to Market Road Development Program,0.42,,4775500.00,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
