province,municipality,cropname,rsba_crop_record_count,rsba_crop_area_ha
CAGAYAN,APARRI,Banana,19,12.15
CAGAYAN,APARRI,Beans - dry,1,1
CAGAYAN,APARRI,Buffaloes (Carabaos),370,0
CAGAYAN,APARRI,Camote,1,0.25
CAGAYAN,APARRI,Cassava (kamoteng kahoy),15,11.6
CAGAYAN,APARRI,Cattle,75,0
CAGAYAN,APARRI,Chickens,746,0
CAGAYAN,APARRI,Citronella,8,4.05
CAGAYAN,APARRI,Coconut,23,28.75
CAGAYAN,APARRI,Corn,247,283.75
CAGAYAN,APARRI,Dogs and cats,3,0
CAGAYAN,APARRI,Ducks,365,0
CAGAYAN,APARRI,Geese,24,0
CAGAYAN,APARRI,Goats,105,0
CAGAYAN,APARRI,Kalamansi,6,5.55
CAGAYAN,APARRI,Lemon,3,1.5
CAGAYAN,APARRI,Lime (Calamansi),8,7.35
CAGAYAN,APARRI,Mandarin (dalanghita),5,3.9
CAGAYAN,APARRI,Mango,1,2
CAGAYAN,APARRI,Mongo (Mung Bean),14,7.25
CAGAYAN,APARRI,Other animals (e.g.,15,0
CAGAYAN,APARRI,Other Fish,10,2.85
CAGAYAN,APARRI,Other fruit-bearing trees and vines,4,1.5
CAGAYAN,APARRI,Other fruit-bearing vegetables,16,6.3
CAGAYAN,APARRI,Other leafy vegetables,20,6.05
CAGAYAN,APARRI,Other poultry,2,0
CAGAYAN,APARRI,Pigeons,2,0
CAGAYAN,APARRI,Pigs or swine,293,0
CAGAYAN,APARRI,Pineapple,27,28.7
CAGAYAN,APARRI,Rabbits and hares,3,0
CAGAYAN,APARRI,Rice/Palay,5641,9286.25
CAGAYAN,APARRI,Sheep,6,0
CAGAYAN,APARRI,Swan,3,0
CAGAYAN,APARRI,Tilapia,5,0.26
CAGAYAN,APARRI,Tugi,1,0.25
CAGAYAN,APARRI,Turkeys,24,0
CAGAYAN,BAGGAO,Ampalaya,3,1.1
CAGAYAN,BAGGAO,Banana,131,116.98
CAGAYAN,BAGGAO,Beans - dry,4,0.43
CAGAYAN,BAGGAO,Buffaloes (Carabaos),3335,0
CAGAYAN,BAGGAO,Bush Sitao,1,0
CAGAYAN,BAGGAO,Cacao,7,4.66
CAGAYAN,BAGGAO,Cassava (kamoteng kahoy),2,0.16
CAGAYAN,BAGGAO,Cattle,32,0
CAGAYAN,BAGGAO,Chickens,4382,0
CAGAYAN,BAGGAO,Coconut,13,10.41
CAGAYAN,BAGGAO,Coffee arabica,1,0.25
CAGAYAN,BAGGAO,Corn,11062,20609.14
CAGAYAN,BAGGAO,crops for seed and seedling,1,0.5
CAGAYAN,BAGGAO,Dogs and cats,174,0
CAGAYAN,BAGGAO,Ducks,2094,0
CAGAYAN,BAGGAO,Eggplant (talong),3,0.05
CAGAYAN,BAGGAO,"Forage grass (sacate, alfalfa, green corn stalk)",3,6.3
CAGAYAN,BAGGAO,Geese,58,0
CAGAYAN,BAGGAO,Goats,191,0
CAGAYAN,BAGGAO,Green corn,2,2
CAGAYAN,BAGGAO,Guyabano,1,0.5
CAGAYAN,BAGGAO,Hito/Catfish,6,2.7
CAGAYAN,BAGGAO,Horses,12,0
CAGAYAN,BAGGAO,Kapigid,1,1
CAGAYAN,BAGGAO,Lime (Calamansi),2,0.5
CAGAYAN,BAGGAO,Mandarin (dalanghita),1,0
CAGAYAN,BAGGAO,Mango,4,1.12
CAGAYAN,BAGGAO,Mongo (Mung Bean),4,1.5
CAGAYAN,BAGGAO,Other animals (e.g.,8,0
CAGAYAN,BAGGAO,Other Fish,36,5.12
CAGAYAN,BAGGAO,Other fruit-bearing trees and vines,8,13.16
CAGAYAN,BAGGAO,Other fruit-bearing vegetables,56,22.01
CAGAYAN,BAGGAO,Other leafy vegetables,53,17.21
CAGAYAN,BAGGAO,Other poultry,8,0
CAGAYAN,BAGGAO,Peanuts,3,1.75
CAGAYAN,BAGGAO,Pigeons,5,0
CAGAYAN,BAGGAO,Pigs or swine,2924,0
CAGAYAN,BAGGAO,Pineapple,2,1.74
CAGAYAN,BAGGAO,Rabbits and hares,14,0
CAGAYAN,BAGGAO,Rice/Palay,9246,10547.18
CAGAYAN,BAGGAO,Rubber,1,1
CAGAYAN,BAGGAO,Sheep,9,0
CAGAYAN,BAGGAO,String beans - harvested green (sitao),2,0.75
CAGAYAN,BAGGAO,Tiger Grass,1,0.25
CAGAYAN,BAGGAO,Tilapia,31,4.3
CAGAYAN,BAGGAO,Tobacco (native),5,2.25
CAGAYAN,BAGGAO,Turkeys,76,0
CAGAYAN,BAGGAO,Water melon,1,0.5
CAGAYAN,BALLESTEROS,Ampalaya,3,3.7
CAGAYAN,BALLESTEROS,Avocado,29,7.53
CAGAYAN,BALLESTEROS,Banana,233,112.73
CAGAYAN,BALLESTEROS,Beans - dry,1,0.02
CAGAYAN,BALLESTEROS,Betel Nut (Nga-nga),2,0.28
CAGAYAN,BALLESTEROS,Buffaloes (Carabaos),277,0
CAGAYAN,BALLESTEROS,Cacao,4,1.15
CAGAYAN,BALLESTEROS,Cassava (kamoteng kahoy),16,5.95
CAGAYAN,BALLESTEROS,Cattle,236,0
CAGAYAN,BALLESTEROS,Chickens,548,0
CAGAYAN,BALLESTEROS,Chico,2,2.92
CAGAYAN,BALLESTEROS,Citronella,3,9.25
CAGAYAN,BALLESTEROS,Coconut,349,213.89
CAGAYAN,BALLESTEROS,Coffee - other varieties,3,3
CAGAYAN,BALLESTEROS,Corn,30,31.98
CAGAYAN,BALLESTEROS,Dogs and cats,1,0
CAGAYAN,BALLESTEROS,Dragon Fruit,28,4.73
CAGAYAN,BALLESTEROS,Ducks,229,0
CAGAYAN,BALLESTEROS,Eggplant (talong),2,0.02
CAGAYAN,BALLESTEROS,Gabi tubers,6,1.33
CAGAYAN,BALLESTEROS,Geese,10,0
CAGAYAN,BALLESTEROS,Goats,66,0
CAGAYAN,BALLESTEROS,Grapes (ubas),1,0
CAGAYAN,BALLESTEROS,Guyabano,3,1.3
CAGAYAN,BALLESTEROS,Horses,2,0
CAGAYAN,BALLESTEROS,Kalamansi,21,14.15
CAGAYAN,BALLESTEROS,Lanzones,5,2.59
CAGAYAN,BALLESTEROS,Lime (Calamansi),25,18.21
CAGAYAN,BALLESTEROS,Mandarin (dalanghita),199,142.51
CAGAYAN,BALLESTEROS,Mango,33,9.57
CAGAYAN,BALLESTEROS,Okra,1,0
CAGAYAN,BALLESTEROS,Other crops for fiber production,1,1
CAGAYAN,BALLESTEROS,Other Fish,2,3.12
CAGAYAN,BALLESTEROS,Other fruit-bearing trees and vines,26,25.1
CAGAYAN,BALLESTEROS,Other fruit-bearing vegetables,95,81.37
CAGAYAN,BALLESTEROS,Other industrial crops,32,39
CAGAYAN,BALLESTEROS,Other leafy vegetables,2,0.37
CAGAYAN,BALLESTEROS,Other poultry,2,0
CAGAYAN,BALLESTEROS,Pigs or swine,310,0
CAGAYAN,BALLESTEROS,Pineapple,32,19.76
CAGAYAN,BALLESTEROS,Pomelo (suha),1,0.03
CAGAYAN,BALLESTEROS,Potato (patatas),1,0.05
CAGAYAN,BALLESTEROS,Rabbits and hares,1,0
CAGAYAN,BALLESTEROS,Rambutan,43,13.1
CAGAYAN,BALLESTEROS,Rice/Palay,3308,6224.26
CAGAYAN,BALLESTEROS,Santol,17,3.17
CAGAYAN,BALLESTEROS,Sheep,9,0
CAGAYAN,BALLESTEROS,Squash (kalabasa),1,0.02
CAGAYAN,BALLESTEROS,Tilapia,5,6.02
CAGAYAN,BALLESTEROS,Tomato (kamatis),1,0.02
CAGAYAN,BALLESTEROS,Turkeys,45,0
CAGAYAN,BALLESTEROS,Ube,1,0.05
CAGAYAN,BUGUEY,Banana,8,7.87
CAGAYAN,BUGUEY,Bangus,1,1
CAGAYAN,BUGUEY,Buffaloes (Carabaos),104,0
CAGAYAN,BUGUEY,Cassava (kamoteng kahoy),7,10.6
CAGAYAN,BUGUEY,Cattle,48,0
CAGAYAN,BUGUEY,Chickens,201,0
CAGAYAN,BUGUEY,Citronella,1,1
CAGAYAN,BUGUEY,Coconut,4,2.5
CAGAYAN,BUGUEY,Corn,718,1352.73
CAGAYAN,BUGUEY,Ducks,92,0
CAGAYAN,BUGUEY,Eggplant (talong),4,3.25
CAGAYAN,BUGUEY,Geese,2,0
CAGAYAN,BUGUEY,Goats,14,0
CAGAYAN,BUGUEY,Horses,1,0
CAGAYAN,BUGUEY,Lime (Calamansi),1,0.5
CAGAYAN,BUGUEY,Mango,1,0.5
CAGAYAN,BUGUEY,Mongo (Mung Bean),1,0.4
CAGAYAN,BUGUEY,Other animals (e.g.,4,0
CAGAYAN,BUGUEY,Other Fish,90,118.91
CAGAYAN,BUGUEY,Other fruit-bearing vegetables,6,2.49
CAGAYAN,BUGUEY,Other leafy vegetables,4,1.52
CAGAYAN,BUGUEY,Other leguminous plants,1,0.25
CAGAYAN,BUGUEY,Other poultry,1,0
CAGAYAN,BUGUEY,Peanuts,1,0.4
CAGAYAN,BUGUEY,Pigeons,2,0
CAGAYAN,BUGUEY,Pigs or swine,118,0
CAGAYAN,BUGUEY,Rice/Palay,3487,5379.18
CAGAYAN,BUGUEY,Sheep,2,0
CAGAYAN,BUGUEY,Tilapia,14,27.13
CAGAYAN,BUGUEY,Turkeys,1,0
CAGAYAN,CALAYAN,Banana,240,155.03
CAGAYAN,CALAYAN,Beans - dry,2,0.25
CAGAYAN,CALAYAN,Black pepper,2,0.35
CAGAYAN,CALAYAN,Broccoli,1,2
CAGAYAN,CALAYAN,Buffaloes (Carabaos),623,0
CAGAYAN,CALAYAN,Bush Sitao,2,0.11
CAGAYAN,CALAYAN,Camote,5,0.35
CAGAYAN,CALAYAN,Cassava (kamoteng kahoy),10,0.73
CAGAYAN,CALAYAN,Cattle,27,0
CAGAYAN,CALAYAN,Chickens,1125,0
CAGAYAN,CALAYAN,Coconut,711,754.87
CAGAYAN,CALAYAN,Coffee - other varieties,1,0.08
CAGAYAN,CALAYAN,Corn,1051,825.14
CAGAYAN,CALAYAN,Dogs and cats,3,0
CAGAYAN,CALAYAN,Dragon Fruit,1,0.09
CAGAYAN,CALAYAN,Ducks,94,0
CAGAYAN,CALAYAN,Eggplant (talong),15,1.81
CAGAYAN,CALAYAN,Garlic (bawang),9,0.39
CAGAYAN,CALAYAN,Geese,4,0
CAGAYAN,CALAYAN,Ginger (luya),21,7.86
CAGAYAN,CALAYAN,Goats,202,0
CAGAYAN,CALAYAN,Horses,14,0
CAGAYAN,CALAYAN,Kalamansi,1,0.5
CAGAYAN,CALAYAN,Mango,2,0.38
CAGAYAN,CALAYAN,Mongo (Mung Bean),2,0.37
CAGAYAN,CALAYAN,Okra,4,0.25
CAGAYAN,CALAYAN,Onion bulbs (sibuyas),12,0.48
CAGAYAN,CALAYAN,Other crops for fiber production,7,1.57
CAGAYAN,CALAYAN,Other Fish,3,0.43
CAGAYAN,CALAYAN,Other fruit-bearing trees and vines,3,0.35
CAGAYAN,CALAYAN,Other fruit-bearing vegetables,282,48.51
CAGAYAN,CALAYAN,Other herbs and spices,1,0.25
CAGAYAN,CALAYAN,Other industrial crops,33,10.71
CAGAYAN,CALAYAN,Other leafy vegetables,46,8.78
CAGAYAN,CALAYAN,Other leguminous plants,73,8.79
CAGAYAN,CALAYAN,Other poultry,2,0
CAGAYAN,CALAYAN,Other spices,1,0
CAGAYAN,CALAYAN,Other tubers - roots and bulbs,19,3.64
CAGAYAN,CALAYAN,Patola,1,0.25
CAGAYAN,CALAYAN,Peanuts,16,4.11
CAGAYAN,CALAYAN,Pechay,8,0.39
CAGAYAN,CALAYAN,Pepper - small green,1,0.15
CAGAYAN,CALAYAN,Pigs or swine,947,0
CAGAYAN,CALAYAN,Pineapple,2,0.7
CAGAYAN,CALAYAN,Quail,2,0
CAGAYAN,CALAYAN,Rice/Palay,1737,993.88
CAGAYAN,CALAYAN,Sheep,8,0
CAGAYAN,CALAYAN,Squash (kalabasa),2,0
CAGAYAN,CALAYAN,String beans - harvested green (sitao),2,0
CAGAYAN,CALAYAN,Taro,2,0
CAGAYAN,CALAYAN,Tigre grass,1,0
CAGAYAN,CALAYAN,Tomato (kamatis),4,0.11
CAGAYAN,CALAYAN,Turkeys,4,0
CAGAYAN,CALAYAN,Water melon,1,0.5
CAGAYAN,CAMALANIUGAN,Avocado,1,0
CAGAYAN,CAMALANIUGAN,Banana,3,2
CAGAYAN,CAMALANIUGAN,Buffaloes (Carabaos),103,0
CAGAYAN,CAMALANIUGAN,Cabbage (repolyo),1,0.5
CAGAYAN,CAMALANIUGAN,Cassava (kamoteng kahoy),1,1
CAGAYAN,CAMALANIUGAN,Cattle,12,0
CAGAYAN,CAMALANIUGAN,Chickens,172,0
CAGAYAN,CAMALANIUGAN,Coconut,4,5.57
CAGAYAN,CAMALANIUGAN,Corn,240,364.88
CAGAYAN,CAMALANIUGAN,Dogs and cats,1,0
CAGAYAN,CAMALANIUGAN,Ducks,86,0
CAGAYAN,CAMALANIUGAN,Geese,4,0
CAGAYAN,CAMALANIUGAN,Ginger (luya),2,0.4
CAGAYAN,CAMALANIUGAN,Goats,12,0
CAGAYAN,CAMALANIUGAN,Green Beans (Baguio Beans),1,0.3
CAGAYAN,CAMALANIUGAN,Lime (Calamansi),1,0.5
CAGAYAN,CAMALANIUGAN,Luyang dilaw,1,0.2
CAGAYAN,CAMALANIUGAN,Mandarin (dalanghita),2,2.2
CAGAYAN,CAMALANIUGAN,Mango,1,0
CAGAYAN,CAMALANIUGAN,Okra,2,0.38
CAGAYAN,CAMALANIUGAN,Other Fish,1,0.03
CAGAYAN,CAMALANIUGAN,Other fruit-bearing trees and vines,1,0.25
CAGAYAN,CAMALANIUGAN,Other fruit-bearing vegetables,9,8.37
CAGAYAN,CAMALANIUGAN,Other leafy vegetables,1,0.6
CAGAYAN,CAMALANIUGAN,Pigs or swine,50,0
CAGAYAN,CAMALANIUGAN,Pineapple,2,7.44
CAGAYAN,CAMALANIUGAN,Rabbits and hares,1,0
CAGAYAN,CAMALANIUGAN,Rice/Palay,2879,5136.01
CAGAYAN,CAMALANIUGAN,Sheep,1,0
CAGAYAN,CAMALANIUGAN,String beans - harvested green (sitao),1,0.2
CAGAYAN,CAMALANIUGAN,Taro,1,0.15
CAGAYAN,CAMALANIUGAN,Turkeys,10,0
CAGAYAN,CLAVERIA,Abaca,1,0.15
CAGAYAN,CLAVERIA,Ampalaya,1,0.25
CAGAYAN,CLAVERIA,Avocado,1,0
CAGAYAN,CLAVERIA,Balimbing,1,0
CAGAYAN,CLAVERIA,Banana,62,9.72
CAGAYAN,CLAVERIA,Broccoli,1,0.5
CAGAYAN,CLAVERIA,Buffaloes (Carabaos),132,0
CAGAYAN,CLAVERIA,Cacao,8,9.25
CAGAYAN,CLAVERIA,Camote,1,0.1
CAGAYAN,CLAVERIA,Cassava (kamoteng kahoy),5,0.7
CAGAYAN,CLAVERIA,Cattle,212,0
CAGAYAN,CLAVERIA,Chickens,565,0
CAGAYAN,CLAVERIA,Chico,1,0
CAGAYAN,CLAVERIA,Citronella,1,3.75
CAGAYAN,CLAVERIA,Coconut,139,136.44
CAGAYAN,CLAVERIA,Coffee - other varieties,18,16.99
CAGAYAN,CLAVERIA,Corn,16,15.73
CAGAYAN,CLAVERIA,Dogs and cats,1,0
CAGAYAN,CLAVERIA,Dragon Fruit,5,0.3
CAGAYAN,CLAVERIA,Ducks,168,0
CAGAYAN,CLAVERIA,Eggplant (talong),1,0.02
CAGAYAN,CLAVERIA,Geese,5,0
CAGAYAN,CLAVERIA,Gemilina,1,0
CAGAYAN,CLAVERIA,Goats,47,0
CAGAYAN,CLAVERIA,Herbal/medicinal plants (banaba),2,0
CAGAYAN,CLAVERIA,Hito/Catfish,9,0.23
CAGAYAN,CLAVERIA,Kalamansi,3,0.3
CAGAYAN,CLAVERIA,Lanzones,2,0.25
CAGAYAN,CLAVERIA,Lime (Calamansi),2,0.01
CAGAYAN,CLAVERIA,Mahogany,1,0
CAGAYAN,CLAVERIA,Mandarin (dalanghita),9,0.8
CAGAYAN,CLAVERIA,Mango,1,3.75
CAGAYAN,CLAVERIA,Medicinal plants,1,0
CAGAYAN,CLAVERIA,Mulberry,1,3
CAGAYAN,CLAVERIA,Other Fish,20,0.53
CAGAYAN,CLAVERIA,Other fruit-bearing trees and vines,5,1.09
CAGAYAN,CLAVERIA,Other fruit-bearing vegetables,58,11.55
CAGAYAN,CLAVERIA,Other leafy vegetables,24,2.88
CAGAYAN,CLAVERIA,Other poultry,1,0
CAGAYAN,CLAVERIA,Papaya,1,0
CAGAYAN,CLAVERIA,Pigs or swine,324,0
CAGAYAN,CLAVERIA,Pineapple,3,1.2
CAGAYAN,CLAVERIA,Pomelo (suha),3,0.75
CAGAYAN,CLAVERIA,Potato (patatas),1,0.02
CAGAYAN,CLAVERIA,Rabbits and hares,1,0
CAGAYAN,CLAVERIA,Rambutan,8,4.4
CAGAYAN,CLAVERIA,Rice/Palay,3538,3808.32
CAGAYAN,CLAVERIA,Sheep,3,0
CAGAYAN,CLAVERIA,Taro,1,0.02
CAGAYAN,CLAVERIA,Tilapia,12,1.34
CAGAYAN,CLAVERIA,Tugi,1,0.1
CAGAYAN,CLAVERIA,Turkeys,21,0
CAGAYAN,ENRILE,Banana,1,0.7
CAGAYAN,ENRILE,Beans - dry,1,0.5
CAGAYAN,ENRILE,Buffaloes (Carabaos),146,0
CAGAYAN,ENRILE,Cacao,1,1.5
CAGAYAN,ENRILE,Cassava (kamoteng kahoy),1,1.1
CAGAYAN,ENRILE,Cattle,293,0
CAGAYAN,ENRILE,Chickens,111,0
CAGAYAN,ENRILE,Coconut,1,2.5
CAGAYAN,ENRILE,Corn,2094,2714.5
CAGAYAN,ENRILE,Dogs and cats,3,0
CAGAYAN,ENRILE,Ducks,58,0
CAGAYAN,ENRILE,"Forage grass (sacate, alfalfa, green corn stalk)",1,0.6
CAGAYAN,ENRILE,Geese,3,0
CAGAYAN,ENRILE,Goats,28,0
CAGAYAN,ENRILE,Green corn,2,1
CAGAYAN,ENRILE,Horses,18,0
CAGAYAN,ENRILE,Mango,3,1.31
CAGAYAN,ENRILE,Mongo (Mung Bean),6,2.8
CAGAYAN,ENRILE,Other animals (e.g.,7,0
CAGAYAN,ENRILE,Other Fish,4,2.42
CAGAYAN,ENRILE,Other fruit-bearing trees and vines,4,8.32
CAGAYAN,ENRILE,Other fruit-bearing vegetables,29,9.21
CAGAYAN,ENRILE,Other leafy vegetables,19,9.91
CAGAYAN,ENRILE,Other poultry,1,0
CAGAYAN,ENRILE,Peanuts,228,109.83
CAGAYAN,ENRILE,Pigeons,1,0
CAGAYAN,ENRILE,Pigs or swine,88,0
CAGAYAN,ENRILE,Rabbits and hares,1,0
CAGAYAN,ENRILE,Rice/Palay,2767,4956.64
CAGAYAN,ENRILE,Sheep,1,0
CAGAYAN,ENRILE,String beans - harvested green (sitao),1,0.5
CAGAYAN,ENRILE,Sugarcane,3,11
CAGAYAN,ENRILE,Tilapia,2,0.9
CAGAYAN,ENRILE,Turkeys,7,0
CAGAYAN,GATTARAN,Ampalaya,2,0.35
CAGAYAN,GATTARAN,Avocado,2,0.85
CAGAYAN,GATTARAN,Banana,175,212.94
CAGAYAN,GATTARAN,Beans - dry,2,0.7
CAGAYAN,GATTARAN,Bermuda Grass,1,1.49
CAGAYAN,GATTARAN,Buffaloes (Carabaos),318,0
CAGAYAN,GATTARAN,Cacao,4,19.5
CAGAYAN,GATTARAN,Cantaloupes- honey dew and other melon varieties,1,1
CAGAYAN,GATTARAN,Cassava (kamoteng kahoy),3,6
CAGAYAN,GATTARAN,Cattle,40,0
CAGAYAN,GATTARAN,Chickens,167,0
CAGAYAN,GATTARAN,Coconut,52,101.39
CAGAYAN,GATTARAN,Coffee - other varieties,1,1
CAGAYAN,GATTARAN,Corn,5806,9611.76
CAGAYAN,GATTARAN,Cotton,1,0.15
CAGAYAN,GATTARAN,crops for seed and seedling,1,0.5
CAGAYAN,GATTARAN,Cucumber (pipino),1,0.2
CAGAYAN,GATTARAN,Ducks,48,0
CAGAYAN,GATTARAN,Eggplant (talong),7,2.05
CAGAYAN,GATTARAN,"Forage grass (sacate, alfalfa, green corn stalk)",7,20.95
CAGAYAN,GATTARAN,Geese,1,0
CAGAYAN,GATTARAN,Gmelina Arborea,1,5
CAGAYAN,GATTARAN,Goats,33,0
CAGAYAN,GATTARAN,Green corn,1,1
CAGAYAN,GATTARAN,Hito/Catfish,1,0.08
CAGAYAN,GATTARAN,Horses,2,0
CAGAYAN,GATTARAN,Mandarin (dalanghita),2,0.5
CAGAYAN,GATTARAN,Mango,11,14.12
CAGAYAN,GATTARAN,Other crops for fiber production,1,1.6
CAGAYAN,GATTARAN,Other Fish,4,1.08
CAGAYAN,GATTARAN,Other fruit-bearing trees and vines,6,10.85
CAGAYAN,GATTARAN,Other fruit-bearing vegetables,28,18.21
CAGAYAN,GATTARAN,Other industrial crops,4,13.58
CAGAYAN,GATTARAN,Other leafy vegetables,12,25.85
CAGAYAN,GATTARAN,Other leguminous plants,2,0.69
CAGAYAN,GATTARAN,Other varieties of tobacco,6,2.09
CAGAYAN,GATTARAN,Patola,1,0.1
CAGAYAN,GATTARAN,Peanuts,1,0.12
CAGAYAN,GATTARAN,Pepper - small green,2,0.28
CAGAYAN,GATTARAN,Pepper - sweet,1,1.5
CAGAYAN,GATTARAN,Pigs or swine,139,0
CAGAYAN,GATTARAN,Pineapple,2,2
CAGAYAN,GATTARAN,Rambutan,1,0.5
CAGAYAN,GATTARAN,Rice/Palay,6928,8235.05
CAGAYAN,GATTARAN,Rubber,1,0.5
CAGAYAN,GATTARAN,Sheep,2,0
CAGAYAN,GATTARAN,String beans - harvested green (sitao),2,0.35
CAGAYAN,GATTARAN,Taro,2,9.5
CAGAYAN,GATTARAN,Tilapia,6,1.63
CAGAYAN,GATTARAN,Tobacco (native),21,8.28
CAGAYAN,GATTARAN,Tobacco (Virginia),1,0.34
CAGAYAN,GATTARAN,Tomato (kamatis),1,0.02
CAGAYAN,GATTARAN,Turkeys,2,0
CAGAYAN,GATTARAN,Water melon,10,10.75
CAGAYAN,GONZAGA,Avocado,1,0.25
CAGAYAN,GONZAGA,Bamboo (Kawayan),2,0.75
CAGAYAN,GONZAGA,Banana,13,6.56
CAGAYAN,GONZAGA,Beans - dry,4,1.1
CAGAYAN,GONZAGA,Bellpepper (Green/Red),1,0.01
CAGAYAN,GONZAGA,Bermuda Grass,1,0.5
CAGAYAN,GONZAGA,Buffaloes (Carabaos),1227,0
CAGAYAN,GONZAGA,Cacao,2,9
CAGAYAN,GONZAGA,Camote,1,0.25
CAGAYAN,GONZAGA,Camote tops (talbos ng kamote),1,0
CAGAYAN,GONZAGA,Cassava (kamoteng kahoy),5,5.75
CAGAYAN,GONZAGA,Cattle,844,0
CAGAYAN,GONZAGA,Chickens,1591,0
CAGAYAN,GONZAGA,Chico,1,0.03
CAGAYAN,GONZAGA,Coconut,19,19.9
CAGAYAN,GONZAGA,Coffee - other varieties,1,0.38
CAGAYAN,GONZAGA,Common gourd (upo),1,0
CAGAYAN,GONZAGA,Corn,2672,5553.28
CAGAYAN,GONZAGA,Cowpea,1,0
CAGAYAN,GONZAGA,crops for seed and seedling,2,0.13
CAGAYAN,GONZAGA,Cucumber (pipino),1,0.02
CAGAYAN,GONZAGA,Dogs and cats,1,0
CAGAYAN,GONZAGA,Dragon Fruit,3,0.47
CAGAYAN,GONZAGA,Ducks,699,0
CAGAYAN,GONZAGA,Durian,1,0.03
CAGAYAN,GONZAGA,Eggplant (talong),4,0.26
CAGAYAN,GONZAGA,"Forage grass (sacate, alfalfa, green corn stalk)",1,0.5
CAGAYAN,GONZAGA,Geese,20,0
CAGAYAN,GONZAGA,Ginger (luya),1,0.5
CAGAYAN,GONZAGA,Goats,212,0
CAGAYAN,GONZAGA,Guinea Fowls,3,0
CAGAYAN,GONZAGA,Hito/Catfish,2,0.29
CAGAYAN,GONZAGA,Horses,1,0
CAGAYAN,GONZAGA,Jackfruit,1,0.03
CAGAYAN,GONZAGA,Kalamansi,4,1.79
CAGAYAN,GONZAGA,Lemon,1,1.5
CAGAYAN,GONZAGA,Lettuce,2,0.02
CAGAYAN,GONZAGA,Lime (Calamansi),3,1.38
CAGAYAN,GONZAGA,Mandarin (dalanghita),4,1.84
CAGAYAN,GONZAGA,Mango,3,0.78
CAGAYAN,GONZAGA,Mongo (Mung Bean),2,1.5
CAGAYAN,GONZAGA,Mushroom,1,0
CAGAYAN,GONZAGA,Okra,1,0.01
CAGAYAN,GONZAGA,Ornamental Flowers,1,0.44
CAGAYAN,GONZAGA,Other animals (e.g.,3,0
CAGAYAN,GONZAGA,Other Fish,67,7.34
CAGAYAN,GONZAGA,Other fruit-bearing trees and vines,9,11.11
CAGAYAN,GONZAGA,Other fruit-bearing vegetables,100,40.84
CAGAYAN,GONZAGA,Other industrial crops,3,1.38
CAGAYAN,GONZAGA,Other leafy vegetables,42,12.15
CAGAYAN,GONZAGA,Other poultry,2,0
CAGAYAN,GONZAGA,Patola,1,0.12
CAGAYAN,GONZAGA,Peanuts,7,3.17
CAGAYAN,GONZAGA,Pechay,1,0
CAGAYAN,GONZAGA,Pepper - small green,1,0.25
CAGAYAN,GONZAGA,Pigeons,12,0
CAGAYAN,GONZAGA,Pigs or swine,999,0
CAGAYAN,GONZAGA,Pineapple,8,7.65
CAGAYAN,GONZAGA,Pomelo (suha),1,0.05
CAGAYAN,GONZAGA,Rabbits and hares,9,0
CAGAYAN,GONZAGA,Rambutan,1,0.03
CAGAYAN,GONZAGA,Rice/Palay,4368,5406.03
CAGAYAN,GONZAGA,Sheep,15,0
CAGAYAN,GONZAGA,Squash (kalabasa),2,0.26
CAGAYAN,GONZAGA,String beans - harvested green (sitao),2,0.35
CAGAYAN,GONZAGA,Sugarcane,3,11.27
CAGAYAN,GONZAGA,Tamarind (sampaloc),1,0.03
CAGAYAN,GONZAGA,Tiger Grass,1,0.5
CAGAYAN,GONZAGA,Tilapia,64,7
CAGAYAN,GONZAGA,Tomato (kamatis),1,0.12
CAGAYAN,GONZAGA,Turkeys,30,0
CAGAYAN,GONZAGA,Water melon,17,22.76
CAGAYAN,IGUIG,Ampalaya,7,2.78
CAGAYAN,IGUIG,Avocado,1,0
CAGAYAN,IGUIG,Banana,2,1.25
CAGAYAN,IGUIG,Buffaloes (Carabaos),124,0
CAGAYAN,IGUIG,Cattle,7,0
CAGAYAN,IGUIG,Chickens,149,0
CAGAYAN,IGUIG,Coconut,5,16.08
CAGAYAN,IGUIG,Corn,1564,2615.11
CAGAYAN,IGUIG,Ducks,66,0
CAGAYAN,IGUIG,Eggplant (talong),5,1.48
CAGAYAN,IGUIG,"Forage grass (sacate, alfalfa, green corn stalk)",2,1.1
CAGAYAN,IGUIG,Geese,5,0
CAGAYAN,IGUIG,Goats,24,0
CAGAYAN,IGUIG,Hito/Catfish,3,0.19
CAGAYAN,IGUIG,Horses,1,0
CAGAYAN,IGUIG,Long Chili,2,0.46
CAGAYAN,IGUIG,Mandarin (dalanghita),1,0
CAGAYAN,IGUIG,Mango,1,0
CAGAYAN,IGUIG,Other Fish,3,0.28
CAGAYAN,IGUIG,Other fruit-bearing trees and vines,1,1.1
CAGAYAN,IGUIG,Other fruit-bearing vegetables,31,13.05
CAGAYAN,IGUIG,Other industrial crops,1,0.25
CAGAYAN,IGUIG,Other leafy vegetables,17,6.4
CAGAYAN,IGUIG,Other poultry,1,0
CAGAYAN,IGUIG,Peanuts,1,0.75
CAGAYAN,IGUIG,Pigeons,1,0
CAGAYAN,IGUIG,Pigs or swine,90,0
CAGAYAN,IGUIG,Pineapple,1,1
CAGAYAN,IGUIG,Quail,2,0
CAGAYAN,IGUIG,Rice/Palay,1881,1836.15
