source_file,sheet,province,district,municipality,year,program,commodity,office_function,tier_1,tier_2,activity,unit,physical_target,budget,length_km,allocation_method,source_note
all_programs_2027.xlsx,CORN,Cagayan,1,Alcala,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,YELLOW CORN PRODUCTION ENHANCEMENT PROJECT,304 ha,50.67,841.07,,ALL PROGRAMS 2027 municipality split,"Provision of 18 kg Conventional Hybrid corn seeds, 3 bags inorganic fertilizers and 1 bag agricultural gypsum per hectare to sloping corn areas. A total of 2,400 ha in the Provinces of Cagayan, Isabela, Nueva Vizcaya and Quirino | Conventional Hybrid Seeds - NSIC Registered Varieties - Preferred by farmers - Tested in Region 02 thru corn derby Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Cagayan,1,Aparri,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,YELLOW CORN PRODUCTION ENHANCEMENT PROJECT,304 ha,50.67,841.07,,ALL PROGRAMS 2027 municipality split,"Provision of 18 kg Conventional Hybrid corn seeds, 3 bags inorganic fertilizers and 1 bag agricultural gypsum per hectare to sloping corn areas. A total of 2,400 ha in the Provinces of Cagayan, Isabela, Nueva Vizcaya and Quirino | Conventional Hybrid Seeds - NSIC Registered Varieties - Preferred by farmers - Tested in Region 02 thru corn derby Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Cagayan,1,Baggao,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,YELLOW CORN PRODUCTION ENHANCEMENT PROJECT,304 ha,50.67,841.07,,ALL PROGRAMS 2027 municipality split,"Provision of 18 kg Conventional Hybrid corn seeds, 3 bags inorganic fertilizers and 1 bag agricultural gypsum per hectare to sloping corn areas. A total of 2,400 ha in the Provinces of Cagayan, Isabela, Nueva Vizcaya and Quirino | Conventional Hybrid Seeds - NSIC Registered Varieties - Preferred by farmers - Tested in Region 02 thru corn derby Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Cagayan,1,Camalaniugan,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,YELLOW CORN PRODUCTION ENHANCEMENT PROJECT,304 ha,50.67,841.07,,ALL PROGRAMS 2027 municipality split,"Provision of 18 kg Conventional Hybrid corn seeds, 3 bags inorganic fertilizers and 1 bag agricultural gypsum per hectare to sloping corn areas. A total of 2,400 ha in the Provinces of Cagayan, Isabela, Nueva Vizcaya and Quirino | Conventional Hybrid Seeds - NSIC Registered Varieties - Preferred by farmers - Tested in Region 02 thru corn derby Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Cagayan,1,Gattaran,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,YELLOW CORN PRODUCTION ENHANCEMENT PROJECT,304 ha,50.67,841.07,,ALL PROGRAMS 2027 municipality split,"Provision of 18 kg Conventional Hybrid corn seeds, 3 bags inorganic fertilizers and 1 bag agricultural gypsum per hectare to sloping corn areas. A total of 2,400 ha in the Provinces of Cagayan, Isabela, Nueva Vizcaya and Quirino | Conventional Hybrid Seeds - NSIC Registered Varieties - Preferred by farmers - Tested in Region 02 thru corn derby Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Cagayan,1,Lal-lo,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,YELLOW CORN PRODUCTION ENHANCEMENT PROJECT,304 ha,50.67,841.07,,ALL PROGRAMS 2027 municipality split,"Provision of 18 kg Conventional Hybrid corn seeds, 3 bags inorganic fertilizers and 1 bag agricultural gypsum per hectare to sloping corn areas. A total of 2,400 ha in the Provinces of Cagayan, Isabela, Nueva Vizcaya and Quirino | Conventional Hybrid Seeds - NSIC Registered Varieties - Preferred by farmers - Tested in Region 02 thru corn derby Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Cagayan,1,Aparri,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,CASSAVA PRODUCTION ENHANCEMENT PROJECT,55 ha,27.50,660.00,,ALL PROGRAMS 2027 municipality split,"Provision of 13,000 pcs planting materials and 2 bags inorganic fertilizers per hectare to cassava cluster areas. | Cassava Planting Materials - High Yielding Varieties (HYV) - Preferred by farmers - Disease-free planting materials Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Cagayan,1,Buguey,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,CASSAVA PRODUCTION ENHANCEMENT PROJECT,55 ha,27.50,660.00,,ALL PROGRAMS 2027 municipality split,"Provision of 13,000 pcs planting materials and 2 bags inorganic fertilizers per hectare to cassava cluster areas. | Cassava Planting Materials - High Yielding Varieties (HYV) - Preferred by farmers - Disease-free planting materials Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Isabela,1,Ilagan City (Capital),2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,SORGHUM PRODUCTION ENHANCEMENT PROJECT,100 ha,33.33,333.33,,ALL PROGRAMS 2027 municipality split,"Provision of 10kg sorghum seeds and 2 bags inorganic fertilizers per hectare to sorghum areas. | Sorghum Hybrid Seeds - Grain sorghum - Sorghum G4 & G5 - Intended for grain, forage and silage Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Isabela,1,San Pablo,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,SORGHUM PRODUCTION ENHANCEMENT PROJECT,100 ha,33.33,333.33,,ALL PROGRAMS 2027 municipality split,"Provision of 10kg sorghum seeds and 2 bags inorganic fertilizers per hectare to sorghum areas. | Sorghum Hybrid Seeds - Grain sorghum - Sorghum G4 & G5 - Intended for grain, forage and silage Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Isabela,1,Tumauini,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,SORGHUM PRODUCTION ENHANCEMENT PROJECT,100 ha,33.33,333.33,,ALL PROGRAMS 2027 municipality split,"Provision of 10kg sorghum seeds and 2 bags inorganic fertilizers per hectare to sorghum areas. | Sorghum Hybrid Seeds - Grain sorghum - Sorghum G4 & G5 - Intended for grain, forage and silage Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Cagayan,1,Baggao,2027,Corn Program,CORN,Production Support Services,Technical Support Services,Production Support Services,SOYBEAN PRODUCTION ENHANCEMENT PROJECT,10 ha,10.00,60.83,,ALL PROGRAMS 2027 municipality split,Provision of 25kg soyben seeds and 2 bags inorganic fertilizers per hectare to soybean areas. | OPV Seeds - NSIC Registered Variety (PSB Sy2) Tiwala 6 and CL Soy 1 - Adaptable and performed well in Region 02 condition. Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan
all_programs_2027.xlsx,CORN,Quirino,LONE,Nagtipunan,2027,Corn Program,CORN,"Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Sustainable Land Management in Corn-based Sloping Areas (SLM-Corn),20 ha,20.00,3500.00,,ALL PROGRAMS 2027 municipality split,"To showcase crop diversification, contour farming. The use of hedgerows like banana, lemon, guyabano, pummelo, calamansi and vegetative barrier like pineapple strips and flemingia. | GM Hybrid Seeds - NSIC Registered Varieties - Preferred by farmers and resistant to FAW Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 Hedgerows - Readily-available | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Food Security Plan"
all_programs_2027.xlsx,CORN,Isabela,6,City of Cauayan,2027,Corn Program,CORN,"Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",CASSAVA MODEL FARM,20 ha,20.00,800.00,,ALL PROGRAMS 2027 municipality split,Package of technology using SSNM and high yielding varieties (HYV) | Cassava Planting Materials - High Yielding Varieties (HYV) - Preferred by farmers - Disease-free planting materials Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan
all_programs_2027.xlsx,CORN,Cagayan,2,Lasam,2027,Corn Program,CORN,"Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",SORGHUM MODEL FARM,10 ha,10.00,400.00,,ALL PROGRAMS 2027 municipality split,"Package of technology using soil analysis and high yielding varieties (HYV) | Sorghum Hybrid Seeds - Grain sorghum - Sorghum G4 & G5 - Intended for grain, forage and silage Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan"
all_programs_2027.xlsx,CORN,Cagayan,1,Baggao,2027,Corn Program,CORN,"Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",SOYBEAN MODEL FARM,10 ha,10.00,400.00,,ALL PROGRAMS 2027 municipality split,Package of technology using rhizobium inoculant and spraying of foliar fertilizer using carrageenan (plant growth promoter) | OPV Seeds - NSIC Registered Variety (PSB Sy2) Tiwala 6 and CL Soy 1 - Adaptable and performed well in Region 02 condition. Inorganic Fertilizers - FPA Regsistered - Tested in Research Trials and Technology Fora in Region 02 | Food Security Plan
all_programs_2027.xlsx,HVCDP,Cagayan,1,Aparri,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Mungbean - Seeds,3000,1500.00,375.00,,ALL PROGRAMS 2027 municipality split,Certified/Good Seeds NSIC Registered Varieties Inorganic Fertilizers FPA Regsistered for Rice Tested in Research Trials and Technology Fora in Region 02 FCAs as beneficiary will undergo validation if they are capable in implementing the project | - Poverty Reduction - Increase Income for Farmers and Fisherfolk - Enhancing Productivity - Improving Food Security and Proper Nutrition - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP,Cagayan,1,Lal-lo,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Mungbean - Seeds,3000,1500.00,375.00,,ALL PROGRAMS 2027 municipality split,Certified/Good Seeds NSIC Registered Varieties Inorganic Fertilizers FPA Regsistered for Rice Tested in Research Trials and Technology Fora in Region 02 FCAs as beneficiary will undergo validation if they are capable in implementing the project | - Poverty Reduction - Increase Income for Farmers and Fisherfolk - Enhancing Productivity - Improving Food Security and Proper Nutrition - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP,Cagayan,1,Aparri,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Mungbean - Liquid Fertizer,728,364.00,154.75,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Cagayan,1,Lal-lo,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Mungbean - Liquid Fertizer,728,364.00,154.75,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Cagayan,2,Abulug,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Mungbean - Seeds,5000,2500.00,625.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Cagayan,2,Ballesteros,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Mungbean - Seeds,5000,2500.00,625.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Cagayan,2,Abulug,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Mungbean - Liquid Fertizer,1213,606.50,257.91,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Cagayan,2,Ballesteros,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Mungbean - Liquid Fertizer,1213,606.50,257.91,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Cagayan,3,Iguig,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Mungbean - Seeds,12000,4000.00,1000.00,,ALL PROGRAMS 2027 municipality split,
